IrrigationID,CropID,IrrigationDate,Method,WaterLitres
45,15,2023/02/23 00:00:00,Center Pivot,297;65
46,16,2023/02/12 00:00:00,Drip,297;14
47,16,2023/02/26 00:00:00,Drip,149;15
48,16,2023/03/12 00:00:00,Center Pivot,197;71
49,17,2023/03/19 00:00:00,Sprinkler,110;45
50,17,2023/04/02 00:00:00,Center Pivot,127;53
51,17,2023/04/16 00:00:00,Drip,118;33
52,18,2024/06/24 00:00:00,Sprinkler,290;52
53,18,2024/07/08 00:00:00,Center Pivot,109;90
54,18,2024/07/22 00:00:00,Sprinkler,212;80
55,19,2023/02/15 00:00:00,Drip,148;41
56,19,2023/03/01 00:00:00,Center Pivot,156;01
57,19,2023/03/15 00:00:00,Center Pivot,267;42
58,20,2024/02/22 00:00:00,Drip,210;54
59,20,2024/03/07 00:00:00,Drip,212;85
60,20,2024/03/21 00:00:00,Drip,179;02
61,21,2024/08/09 00:00:00,Center Pivot,235;23
62,21,2024/08/23 00:00:00,Drip,179;82
63,21,2024/09/06 00:00:00,Drip,280;12
64,22,2024/12/23 00:00:00,Drip,259;73
65,22,2025/01/06 00:00:00,Drip,125;55
66,22,2025/01/20 00:00:00,Center Pivot,290;46
67,23,2024/01/24 00:00:00,Drip,139;29
68,23,2024/02/07 00:00:00,Sprinkler,198;50
69,23,2024/02/21 00:00:00,Center Pivot,166;20
70,24,2024/11/12 00:00:00,Sprinkler,132;15
71,24,2024/11/26 00:00:00,Drip,199;53
72,24,2024/12/10 00:00:00,Center Pivot,201;95
73,25,2023/11/16 00:00:00,Center Pivot,285;28
74,25,2023/11/30 00:00:00,Drip,139;20
75,25,2023/12/14 00:00:00,Drip,157;06
76,26,2024/07/08 00:00:00,Sprinkler,111;67
77,26,2024/07/22 00:00:00,Center Pivot,203;38
78,26,2024/08/05 00:00:00,Drip,203;60
79,27,2023/09/27 00:00:00,Center Pivot,143;91
80,27,2023/10/11 00:00:00,Center Pivot,257;66
81,27,2023/10/25 00:00:00,Center Pivot,221;49
82,28,2023/12/16 00:00:00,Sprinkler,115;91
83,28,2023/12/30 00:00:00,Sprinkler,108;21
84,28,2024/01/13 00:00:00,Center Pivot,248;77
85,29,2024/11/12 00:00:00,Drip,238;74
86,29,2024/11/26 00:00:00,Center Pivot,260;29
87,29,2024/12/10 00:00:00,Drip,101;28
88,30,2023/04/14 00:00:00,Sprinkler,175;81
89,30,2023/04/28 00:00:00,Center Pivot,233;91
90,30,2023/05/12 00:00:00,Sprinkler,169;22
91,31,2023/07/21 00:00:00,Center Pivot,102;59
92,31,2023/08/04 00:00:00,Center Pivot,267;82
93,31,2023/08/18 00:00:00,Center Pivot,257;31
94,32,2023/06/02 00:00:00,Drip,261;14
95,32,2023/06/16 00:00:00,Center Pivot,123;49
96,32,2023/06/30 00:00:00,Sprinkler,206;06
97,33,2024/12/08 00:00:00,Sprinkler,242;47
98,33,2024/12/22 00:00:00,Drip,183;86
99,33,2025/01/05 00:00:00,Drip,276;35
100,34,2024/11/20 00:00:00,Drip,290;78
101,34,2024/12/04 00:00:00,Center Pivot,160;31
102,34,2024/12/18 00:00:00,Center Pivot,173;18
103,35,2023/06/01 00:00:00,Sprinkler,210;93
104,35,2023/06/15 00:00:00,Center Pivot,275;74
105,35,2023/06/29 00:00:00,Drip,276;39
106,36,2023/11/04 00:00:00,Center Pivot,148;55
107,36,2023/11/18 00:00:00,Center Pivot,166;80
108,36,2023/12/02 00:00:00,Center Pivot,265;52
109,37,2023/05/11 00:00:00,Center Pivot,220;12
110,37,2023/05/25 00:00:00,Drip,222;11
111,37,2023/06/08 00:00:00,Center Pivot,130;36
112,38,2023/03/11 00:00:00,Center Pivot,116;83
113,38,2023/03/25 00:00:00,Drip,154;50
114,38,2023/04/08 00:00:00,Drip,170;25
115,39,2024/01/22 00:00:00,Center Pivot,289;82
116,39,2024/02/05 00:00:00,Drip,266;62
117,39,2024/02/19 00:00:00,Sprinkler,190;06
118,40,2024/01/05 00:00:00,Sprinkler,210;72
119,40,2024/01/19 00:00:00,Drip,174;64
120,40,2024/02/02 00:00:00,Sprinkler,143;40
121,41,2023/02/08 00:00:00,Center Pivot,137;70
122,41,2023/02/22 00:00:00,Sprinkler,110;70
123,41,2023/03/08 00:00:00,Drip,167;49
124,42,2023/05/24 00:00:00,Center Pivot,163;38
125,42,2023/06/07 00:00:00,Center Pivot,198;53
126,42,2023/06/21 00:00:00,Sprinkler,191;48
127,43,2023/08/18 00:00:00,Sprinkler,200;41
128,43,2023/09/01 00:00:00,Center Pivot,263;43
129,43,2023/09/15 00:00:00,Sprinkler,282;05
130,44,2024/05/04 00:00:00,Drip,141;99
131,44,2024/05/18 00:00:00,Sprinkler,228;70
132,44,2024/06/01 00:00:00,Drip,139;89
133,45,2023/03/01 00:00:00,Sprinkler,294;00
134,45,2023/03/15 00:00:00,Center Pivot,173;02
135,45,2023/03/29 00:00:00,Center Pivot,175;90
136,46,2023/02/19 00:00:00,Center Pivot,199;04
137,46,2023/03/05 00:00:00,Drip,118;18
138,46,2023/03/19 00:00:00,Center Pivot,257;08
139,47,2024/11/08 00:00:00,Sprinkler,250;98
140,47,2024/11/22 00:00:00,Center Pivot,255;21
141,47,2024/12/06 00:00:00,Sprinkler,266;72
142,48,2023/07/11 00:00:00,Sprinkler,138;70
143,48,2023/07/25 00:00:00,Sprinkler,272;73
144,48,2023/08/08 00:00:00,Drip,110;98
145,49,2024/03/15 00:00:00,Sprinkler,212;00
146,49,2024/03/29 00:00:00,Drip,121;66
147,49,2024/04/12 00:00:00,Drip,129;34
148,50,2023/11/11 00:00:00,Center Pivot,129;66
149,50,2023/11/25 00:00:00,Center Pivot,191;55
150,50,2023/12/09 00:00:00,Sprinkler,168;86
151,51,2024/12/17 00:00:00,Sprinkler,169;96
152,51,2024/12/31 00:00:00,Sprinkler,179;93
153,51,2025/01/14 00:00:00,Center Pivot,111;14
154,52,2023/10/04 00:00:00,Drip,196;59
155,52,2023/10/18 00:00:00,Center Pivot,138;93
156,52,2023/11/01 00:00:00,Drip,247;65
157,53,2024/08/11 00:00:00,Drip,195;27
158,53,2024/08/25 00:00:00,Sprinkler,214;10
159,53,2024/09/08 00:00:00,Drip,299;81
160,54,2024/02/22 00:00:00,Center Pivot,239;45
161,54,2024/03/07 00:00:00,Center Pivot,226;18
162,54,2024/03/21 00:00:00,Center Pivot,179;37
163,55,2023/11/21 00:00:00,Drip,240;14
164,55,2023/12/05 00:00:00,Sprinkler,119;45
165,55,2023/12/19 00:00:00,Drip,234;09
166,56,2024/10/16 00:00:00,Center Pivot,107;38
167,56,2024/10/30 00:00:00,Drip,185;10
168,56,2024/11/13 00:00:00,Drip,141;55
169,57,2023/05/09 00:00:00,Sprinkler,134;48
170,57,2023/05/23 00:00:00,Sprinkler,168;50
171,57,2023/06/06 00:00:00,Sprinkler,255;27
172,58,2023/12/06 00:00:00,Sprinkler,155;12
173,58,2023/12/20 00:00:00,Drip,164;44
174,58,2024/01/03 00:00:00,Center Pivot,228;90
175,59,2024/10/03 00:00:00,Sprinkler,148;47
176,59,2024/10/17 00:00:00,Drip,299;38
177,59,2024/10/31 00:00:00,Sprinkler,259;06
178,60,2024/05/11 00:00:00,Sprinkler,104;15
179,60,2024/05/25 00:00:00,Sprinkler,292;64
180,60,2024/06/08 00:00:00,Drip,296;58
181,61,2024/10/23 00:00:00,Center Pivot,123;24
182,61,2024/11/06 00:00:00,Drip,102;56
183,61,2024/11/20 00:00:00,Sprinkler,157;13
184,62,2024/06/07 00:00:00,Sprinkler,242;98
185,62,2024/06/21 00:00:00,Sprinkler,188;92
186,62,2024/07/05 00:00:00,Drip,279;80
187,63,2024/07/08 00:00:00,Sprinkler,191;75
188,63,2024/07/22 00:00:00,Drip,286;88
189,63,2024/08/05 00:00:00,Drip,223;85
190,64,2024/06/13 00:00:00,Drip,299;37
191,64,2024/06/27 00:00:00,Center Pivot,245;98
192,64,2024/07/11 00:00:00,Sprinkler,107;13
193,65,2023/12/06 00:00:00,Sprinkler,258;51
194,65,2023/12/20 00:00:00,Sprinkler,193;40
195,65,2024/01/03 00:00:00,Center Pivot,120;74
196,66,2023/05/25 00:00:00,Center Pivot,202;07
197,66,2023/06/08 00:00:00,Drip,205;40
198,66,2023/06/22 00:00:00,Sprinkler,206;80
199,67,2023/11/06 00:00:00,Sprinkler,171;76
200,67,2023/11/20 00:00:00,Center Pivot,290;36
201,67,2023/12/04 00:00:00,Center Pivot,150;59
202,68,2024/01/26 00:00:00,Drip,109;94
203,68,2024/02/09 00:00:00,Drip,135;58
204,68,2024/02/23 00:00:00,Sprinkler,139;54
205,69,2023/05/23 00:00:00,Center Pivot,239;83
206,69,2023/06/06 00:00:00,Center Pivot,267;14
207,69,2023/06/20 00:00:00,Center Pivot,116;75
208,70,2024/01/15 00:00:00,Drip,290;29
209,70,2024/01/29 00:00:00,Sprinkler,133;85
210,70,2024/02/12 00:00:00,Sprinkler,222;52
211,71,2023/05/09 00:00:00,Center Pivot,101;79
212,71,2023/05/23 00:00:00,Center Pivot,149;64
213,71,2023/06/06 00:00:00,Center Pivot,217;33
214,72,2024/04/16 00:00:00,Center Pivot,292;43
215,72,2024/04/30 00:00:00,Center Pivot,202;61
216,72,2024/05/14 00:00:00,Sprinkler,280;09
217,73,2024/03/12 00:00:00,Center Pivot,141;53
218,73,2024/03/26 00:00:00,Drip,195;97
219,73,2024/04/09 00:00:00,Sprinkler,210;66
220,74,2023/01/20 00:00:00,Center Pivot,183;13
221,74,2023/02/03 00:00:00,Drip,136;54
222,74,2023/02/17 00:00:00,Center Pivot,118;56
223,75,2024/09/03 00:00:00,Sprinkler,283;41
224,75,2024/09/17 00:00:00,Center Pivot,101;60
225,75,2024/10/01 00:00:00,Drip,241;94
226,76,2024/08/26 00:00:00,Drip,180;43
227,76,2024/09/09 00:00:00,Center Pivot,151;57
228,76,2024/09/23 00:00:00,Drip,267;46
229,77,2023/04/27 00:00:00,Drip,108;88
230,77,2023/05/11 00:00:00,Sprinkler,211;75
231,77,2023/05/25 00:00:00,Sprinkler,209;12
232,78,2024/02/01 00:00:00,Sprinkler,147;04
233,78,2024/02/15 00:00:00,Sprinkler,272;20
234,78,2024/02/29 00:00:00,Drip,219;24
235,79,2023/08/15 00:00:00,Center Pivot,254;04
236,79,2023/08/29 00:00:00,Sprinkler,291;98
237,79,2023/09/12 00:00:00,Drip,100;71
238,80,2024/07/11 00:00:00,Drip,244;52
239,80,2024/07/25 00:00:00,Drip,266;03
240,80,2024/08/08 00:00:00,Center Pivot,254;95
241,81,2024/06/01 00:00:00,Center Pivot,259;84
242,81,2024/06/15 00:00:00,Center Pivot,117;58
243,81,2024/06/29 00:00:00,Sprinkler,292;16
244,82,2024/09/13 00:00:00,Center Pivot,198;19
245,82,2024/09/27 00:00:00,Drip,162;66
246,82,2024/10/11 00:00:00,Drip,178;58
247,83,2024/01/19 00:00:00,Drip,166;30
248,83,2024/02/02 00:00:00,Drip,247;84
249,83,2024/02/16 00:00:00,Center Pivot,196;71
250,84,2023/05/03 00:00:00,Center Pivot,196;24
251,84,2023/05/17 00:00:00,Center Pivot,122;07
252,84,2023/05/31 00:00:00,Drip,201;34
253,85,2024/08/16 00:00:00,Drip,112;18
254,85,2024/08/30 00:00:00,Drip,287;20
255,85,2024/09/13 00:00:00,Center Pivot,164;78
256,86,2024/01/25 00:00:00,Sprinkler,199;97
257,86,2024/02/08 00:00:00,Drip,216;62
258,86,2024/02/22 00:00:00,Center Pivot,214;29
259,87,2024/01/09 00:00:00,Center Pivot,162;44
260,87,2024/01/23 00:00:00,Center Pivot,175;07
261,87,2024/02/06 00:00:00,Center Pivot,219;19
262,88,2023/09/14 00:00:00,Sprinkler,223;97
263,88,2023/09/28 00:00:00,Sprinkler,124;25
264,88,2023/10/12 00:00:00,Center Pivot,289;50
265,89,2023/12/18 00:00:00,Center Pivot,217;72
266,89,2024/01/01 00:00:00,Center Pivot,261;33
267,89,2024/01/15 00:00:00,Drip,184;96
268,90,2023/11/13 00:00:00,Center Pivot,253;96
269,90,2023/11/27 00:00:00,Center Pivot,135;70
270,90,2023/12/11 00:00:00,Center Pivot,186;28
271,91,2023/10/04 00:00:00,Center Pivot,104;98
272,91,2023/10/18 00:00:00,Sprinkler,267;44
273,91,2023/11/01 00:00:00,Center Pivot,230;00
274,92,2023/10/25 00:00:00,Drip,222;47
275,92,2023/11/08 00:00:00,Sprinkler,194;71
276,92,2023/11/22 00:00:00,Center Pivot,194;08
277,93,2024/01/24 00:00:00,Center Pivot,176;26
278,93,2024/02/07 00:00:00,Sprinkler,146;84
279,93,2024/02/21 00:00:00,Center Pivot,191;00
280,94,2023/04/07 00:00:00,Center Pivot,114;86
281,94,2023/04/21 00:00:00,Drip,135;14
282,94,2023/05/05 00:00:00,Center Pivot,168;29
283,95,2023/10/24 00:00:00,Sprinkler,248;08
284,95,2023/11/07 00:00:00,Sprinkler,242;72
285,95,2023/11/21 00:00:00,Sprinkler,281;77
286,96,2024/05/07 00:00:00,Center Pivot,236;38
287,96,2024/05/21 00:00:00,Sprinkler,162;31
288,96,2024/06/04 00:00:00,Sprinkler,275;05
289,97,2023/09/24 00:00:00,Drip,219;57
290,97,2023/10/08 00:00:00,Center Pivot,294;07
291,97,2023/10/22 00:00:00,Center Pivot,130;43
292,98,2024/08/10 00:00:00,Drip,197;00
293,98,2024/08/24 00:00:00,Center Pivot,193;92
294,98,2024/09/07 00:00:00,Drip,238;44
295,99,2023/11/23 00:00:00,Center Pivot,242;08
296,99,2023/12/07 00:00:00,Drip,153;88
297,99,2023/12/21 00:00:00,Drip,263;61
298,100,2024/01/21 00:00:00,Drip,232;39
299,100,2024/02/04 00:00:00,Drip,143;90
300,100,2024/02/18 00:00:00,Sprinkler,105;16
301,101,2024/08/02 00:00:00,Drip,208;18
302,101,2024/08/16 00:00:00,Center Pivot,248;79
303,101,2024/08/30 00:00:00,Sprinkler,139;38
304,102,2024/05/13 00:00:00,Drip,185;81
305,102,2024/05/27 00:00:00,Center Pivot,241;16
306,102,2024/06/10 00:00:00,Drip,115;48
307,103,2023/07/25 00:00:00,Sprinkler,283;20
308,103,2023/08/08 00:00:00,Drip,128;85
309,103,2023/08/22 00:00:00,Center Pivot,198;49
310,104,2024/06/12 00:00:00,Sprinkler,282;86
311,104,2024/06/26 00:00:00,Center Pivot,246;83
312,104,2024/07/10 00:00:00,Center Pivot,285;61
313,105,2024/02/11 00:00:00,Center Pivot,215;54
314,105,2024/02/25 00:00:00,Sprinkler,220;36
315,105,2024/03/10 00:00:00,Drip,275;15
316,106,2024/04/22 00:00:00,Center Pivot,263;11
317,106,2024/05/06 00:00:00,Drip,265;58
318,106,2024/05/20 00:00:00,Center Pivot,165;16
319,107,2023/05/03 00:00:00,Drip,210;14
320,107,2023/05/17 00:00:00,Center Pivot,202;59
321,107,2023/05/31 00:00:00,Sprinkler,227;40
322,108,2024/11/23 00:00:00,Center Pivot,127;59
323,108,2024/12/07 00:00:00,Sprinkler,103;42
324,108,2024/12/21 00:00:00,Center Pivot,175;24
325,109,2023/08/08 00:00:00,Sprinkler,298;14
326,109,2023/08/22 00:00:00,Center Pivot,211;00
327,109,2023/09/05 00:00:00,Sprinkler,207;80
328,110,2023/02/07 00:00:00,Sprinkler,197;91
329,110,2023/02/21 00:00:00,Center Pivot,109;16
330,110,2023/03/07 00:00:00,Center Pivot,109;75
331,111,2023/02/27 00:00:00,Center Pivot,189;76
332,111,2023/03/13 00:00:00,Drip,293;57
333,111,2023/03/27 00:00:00,Center Pivot,176;72
334,112,2023/05/24 00:00:00,Center Pivot,254;69
335,112,2023/06/07 00:00:00,Drip,276;36
336,112,2023/06/21 00:00:00,Center Pivot,166;07
337,113,2023/07/19 00:00:00,Sprinkler,123;73
338,113,2023/08/02 00:00:00,Sprinkler,107;47
339,113,2023/08/16 00:00:00,Center Pivot,246;38
340,114,2024/07/25 00:00:00,Sprinkler,259;45
341,114,2024/08/08 00:00:00,Center Pivot,102;70
342,114,2024/08/22 00:00:00,Center Pivot,137;17
343,115,2023/10/25 00:00:00,Drip,154;56
344,115,2023/11/08 00:00:00,Drip,221;11
345,115,2023/11/22 00:00:00,Sprinkler,151;42
346,116,2024/10/22 00:00:00,Sprinkler,126;49
347,116,2024/11/05 00:00:00,Sprinkler,261;96
348,116,2024/11/19 00:00:00,Center Pivot,294;04
349,117,2023/06/01 00:00:00,Sprinkler,276;15
350,117,2023/06/15 00:00:00,Drip,125;54
351,117,2023/06/29 00:00:00,Drip,278;93
352,118,2024/07/10 00:00:00,Drip,245;72
353,118,2024/07/24 00:00:00,Drip,190;12
354,118,2024/08/07 00:00:00,Center Pivot,193;84
355,119,2024/02/19 00:00:00,Drip,162;82
356,119,2024/03/04 00:00:00,Sprinkler,287;83
357,119,2024/03/18 00:00:00,Sprinkler,126;47
358,120,2024/12/13 00:00:00,Drip,258;73
359,120,2024/12/27 00:00:00,Sprinkler,113;32
360,120,2025/01/10 00:00:00,Center Pivot,221;04
361,121,2024/11/12 00:00:00,Drip,165;46
362,121,2024/11/26 00:00:00,Drip,282;44
363,121,2024/12/10 00:00:00,Drip,266;71
364,122,2023/11/22 00:00:00,Center Pivot,264;82
365,122,2023/12/06 00:00:00,Sprinkler,205;01
366,122,2023/12/20 00:00:00,Sprinkler,100;96
367,123,2023/07/01 00:00:00,Sprinkler,157;82
368,123,2023/07/15 00:00:00,Center Pivot,103;01
369,123,2023/07/29 00:00:00,Center Pivot,152;55
370,124,2024/02/27 00:00:00,Drip,228;85
371,124,2024/03/12 00:00:00,Sprinkler,251;69
372,124,2024/03/26 00:00:00,Sprinkler,132;47
373,125,2023/07/12 00:00:00,Sprinkler,243;12
374,125,2023/07/26 00:00:00,Sprinkler,197;74
375,125,2023/08/09 00:00:00,Center Pivot,282;43
376,126,2024/12/27 00:00:00,Sprinkler,163;59
377,126,2025/01/10 00:00:00,Drip,230;96
378,126,2025/01/24 00:00:00,Center Pivot,251;38
379,127,2023/11/26 00:00:00,Sprinkler,158;93
380,127,2023/12/10 00:00:00,Sprinkler,138;23
381,127,2023/12/24 00:00:00,Center Pivot,119;41
382,128,2023/06/21 00:00:00,Drip,203;73
383,128,2023/07/05 00:00:00,Sprinkler,219;84
384,128,2023/07/19 00:00:00,Sprinkler,167;98
385,129,2024/06/27 00:00:00,Sprinkler,124;81
386,129,2024/07/11 00:00:00,Center Pivot,138;94
387,129,2024/07/25 00:00:00,Center Pivot,145;76
388,130,2023/05/25 00:00:00,Drip,179;49
389,130,2023/06/08 00:00:00,Center Pivot,126;92
390,130,2023/06/22 00:00:00,Drip,202;30
391,131,2024/01/01 00:00:00,Drip,144;11
392,131,2024/01/15 00:00:00,Drip,200;15
393,131,2024/01/29 00:00:00,Drip,166;96
394,132,2023/01/17 00:00:00,Center Pivot,263;43
395,132,2023/01/31 00:00:00,Drip,291;22
396,132,2023/02/14 00:00:00,Sprinkler,202;39
397,133,2023/09/06 00:00:00,Center Pivot,294;01
398,133,2023/09/20 00:00:00,Center Pivot,150;93
399,133,2023/10/04 00:00:00,Center Pivot,108;64
400,134,2023/12/20 00:00:00,Sprinkler,110;78
401,134,2024/01/03 00:00:00,Drip,132;71
402,134,2024/01/17 00:00:00,Drip,209;33
403,135,2024/01/12 00:00:00,Center Pivot,163;62
404,135,2024/01/26 00:00:00,Sprinkler,255;79
405,135,2024/02/09 00:00:00,Sprinkler,214;87
406,136,2023/09/23 00:00:00,Center Pivot,192;60
407,136,2023/10/07 00:00:00,Drip,298;01
408,136,2023/10/21 00:00:00,Center Pivot,204;16
409,137,2023/05/07 00:00:00,Center Pivot,211;12
410,137,2023/05/21 00:00:00,Sprinkler,165;30
411,137,2023/06/04 00:00:00,Sprinkler,230;01
412,138,2024/09/26 00:00:00,Drip,192;66
413,138,2024/10/10 00:00:00,Center Pivot,195;01
414,138,2024/10/24 00:00:00,Sprinkler,287;08
415,139,2023/04/22 00:00:00,Drip,299;78
416,139,2023/05/06 00:00:00,Center Pivot,244;45
417,139,2023/05/20 00:00:00,Sprinkler,141;04
418,140,2023/03/26 00:00:00,Drip,133;31
419,140,2023/04/09 00:00:00,Drip,221;35
420,140,2023/04/23 00:00:00,Sprinkler,238;84
421,141,2024/05/26 00:00:00,Center Pivot,143;63
422,141,2024/06/09 00:00:00,Sprinkler,248;59
423,141,2024/06/23 00:00:00,Center Pivot,290;87
424,142,2024/06/03 00:00:00,Sprinkler,254;23
425,142,2024/06/17 00:00:00,Drip,176;41
426,142,2024/07/01 00:00:00,Drip,129;31
427,143,2023/06/11 00:00:00,Sprinkler,134;91
428,143,2023/06/25 00:00:00,Sprinkler,219;68
429,143,2023/07/09 00:00:00,Drip,221;21
430,144,2023/01/25 00:00:00,Center Pivot,190;01
431,144,2023/02/08 00:00:00,Center Pivot,195;43
432,144,2023/02/22 00:00:00,Sprinkler,180;48
433,145,2023/04/12 00:00:00,Center Pivot,153;83
434,145,2023/04/26 00:00:00,Center Pivot,266;07
435,145,2023/05/10 00:00:00,Center Pivot,238;89
436,146,2023/12/09 00:00:00,Sprinkler,167;38
437,146,2023/12/23 00:00:00,Center Pivot,262;43
438,146,2024/01/06 00:00:00,Sprinkler,176;80
439,147,2024/09/05 00:00:00,Drip,155;93
440,147,2024/09/19 00:00:00,Sprinkler,250;46
441,147,2024/10/03 00:00:00,Center Pivot,232;47
442,148,2024/07/19 00:00:00,Center Pivot,288;77
443,148,2024/08/02 00:00:00,Center Pivot,209;75
444,148,2024/08/16 00:00:00,Drip,191;80
445,149,2023/01/24 00:00:00,Center Pivot,232;93
446,149,2023/02/07 00:00:00,Drip,209;03
447,149,2023/02/21 00:00:00,Center Pivot,125;12
448,150,2023/08/07 00:00:00,Center Pivot,189;02
449,150,2023/08/21 00:00:00,Center Pivot,102;69
450,150,2023/09/04 00:00:00,Center Pivot,239;10
451,151,2023/02/15 00:00:00,Drip,229;22
452,151,2023/03/01 00:00:00,Drip,182;91
453,151,2023/03/15 00:00:00,Drip,294;82
454,152,2023/09/09 00:00:00,Drip,244;95
455,152,2023/09/23 00:00:00,Center Pivot,113;55
456,152,2023/10/07 00:00:00,Sprinkler,272;25
457,153,2024/09/21 00:00:00,Drip,117;53
458,153,2024/10/05 00:00:00,Sprinkler,144;45
459,153,2024/10/19 00:00:00,Sprinkler,201;84
460,154,2024/06/25 00:00:00,Center Pivot,166;07
461,154,2024/07/09 00:00:00,Drip,174;10
462,154,2024/07/23 00:00:00,Drip,112;47
463,155,2023/12/22 00:00:00,Center Pivot,264;89
464,155,2024/01/05 00:00:00,Sprinkler,270;87
465,155,2024/01/19 00:00:00,Drip,291;82
466,156,2023/02/16 00:00:00,Sprinkler,144;14
467,156,2023/03/02 00:00:00,Sprinkler,260;63
468,156,2023/03/16 00:00:00,Sprinkler,170;51
469,157,2023/07/08 00:00:00,Sprinkler,182;37
470,157,2023/07/22 00:00:00,Center Pivot,242;75
471,157,2023/08/05 00:00:00,Sprinkler,192;14
472,158,2024/06/20 00:00:00,Center Pivot,237;14
473,158,2024/07/04 00:00:00,Drip,132;87
474,158,2024/07/18 00:00:00,Sprinkler,235;83
475,159,2024/08/13 00:00:00,Center Pivot,217;48
476,159,2024/08/27 00:00:00,Center Pivot,151;18
477,159,2024/09/10 00:00:00,Drip,206;71
478,160,2024/07/03 00:00:00,Sprinkler,250;88
479,160,2024/07/17 00:00:00,Sprinkler,296;36
480,160,2024/07/31 00:00:00,Center Pivot,137;60
481,161,2024/03/11 00:00:00,Sprinkler,162;45
482,161,2024/03/25 00:00:00,Center Pivot,262;26
483,161,2024/04/08 00:00:00,Sprinkler,128;71
484,162,2024/08/26 00:00:00,Sprinkler,160;86
485,162,2024/09/09 00:00:00,Sprinkler,119;77
486,162,2024/09/23 00:00:00,Sprinkler,147;79
487,163,2023/01/23 00:00:00,Sprinkler,100;15
488,163,2023/02/06 00:00:00,Center Pivot,224;62
489,163,2023/02/20 00:00:00,Center Pivot,178;23
490,164,2024/02/04 00:00:00,Center Pivot,200;89
491,164,2024/02/18 00:00:00,Sprinkler,278;19
492,164,2024/03/03 00:00:00,Drip,183;02
493,165,2024/03/10 00:00:00,Drip,172;61
494,165,2024/03/24 00:00:00,Center Pivot,276;44
495,165,2024/04/07 00:00:00,Drip,274;60
496,166,2023/04/15 00:00:00,Center Pivot,227;28
497,166,2023/04/29 00:00:00,Sprinkler,248;68
498,166,2023/05/13 00:00:00,Drip,113;97
499,167,2024/07/14 00:00:00,Center Pivot,275;47
500,167,2024/07/28 00:00:00,Drip,131;38
501,167,2024/08/11 00:00:00,Center Pivot,126;69
502,168,2023/04/10 00:00:00,Drip,215;06
503,168,2023/04/24 00:00:00,Center Pivot,211;07
504,168,2023/05/08 00:00:00,Center Pivot,159;64
505,169,2023/04/14 00:00:00,Sprinkler,297;73
506,169,2023/04/28 00:00:00,Drip,135;62
507,169,2023/05/12 00:00:00,Drip,148;25
508,170,2023/08/21 00:00:00,Center Pivot,202;61
509,170,2023/09/04 00:00:00,Drip,161;42
510,170,2023/09/18 00:00:00,Sprinkler,117;16
511,171,2024/04/15 00:00:00,Drip,212;65
512,171,2024/04/29 00:00:00,Drip,217;45
513,171,2024/05/13 00:00:00,Drip,293;52
514,172,2024/08/13 00:00:00,Sprinkler,266;89
