FarmID,FarmerID,Name,Location,SizeHectares,SoilType
99,50,Ayanda's Farm 1,Free State,46;94,Red Loam
100,50,Ayanda's Farm 2,Free State,44;88,Loamy
101,51,Ayanda's Farm 1,Limpopo,15;88,Black Cotton Soil
102,51,Ayanda's Farm 2,Limpopo,49;15,Loamy
103,52,Sibusiso's Farm 1,Eastern Cape,13;49,Black Cotton Soil
104,52,Sibusiso's Farm 2,Eastern Cape,33;24,Loamy
105,53,Tshepo's Farm 1,Western Cape,46;22,Alluvial Soil
106,53,Tshepo's Farm 2,Western Cape,24;34,Silty Clay
107,54,Dineo's Farm 1,Limpopo,33;96,Black Cotton Soil
108,54,Dineo's Farm 2,Limpopo,28;74,Clay Loam
109,55,Tshepo's Farm 1,Mpumalanga,32;06,Silty Clay
110,55,Tshepo's Farm 2,Mpumalanga,22;41,Clay Loam
111,56,Buhle's Farm 1,Western Cape,28;2,Red Loam
112,56,Buhle's Farm 2,Western Cape,48;42,Red Loam
113,57,Nomsa's Farm 1,Gauteng,30;87,Black Cotton Soil
114,57,Nomsa's Farm 2,Gauteng,43;5,Red Loam
115,58,Tshepo's Farm 1,Western Cape,36;36,Clay Loam
116,58,Tshepo's Farm 2,Western Cape,36;21,Silty Clay
117,59,Sipho's Farm 1,Eastern Cape,39;83,Black Cotton Soil
118,59,Sipho's Farm 2,Eastern Cape,41;67,Black Cotton Soil
119,60,Dineo's Farm 1,Northern Cape,39;8,Clay Loam
120,60,Dineo's Farm 2,Northern Cape,22;2,Loamy
121,61,Buhle's Farm 1,North West,40;67,Loamy
122,61,Buhle's Farm 2,North West,43;95,Clay Loam
123,62,Dineo's Farm 1,KZN,25;47,Alluvial Soil
124,62,Dineo's Farm 2,KZN,24;58,Clay Loam
125,63,Sipho's Farm 1,Western Cape,14;65,Red Loam
126,63,Sipho's Farm 2,Western Cape,44;33,Black Cotton Soil
127,64,Sipho's Farm 1,Mpumalanga,27;19,Black Cotton Soil
128,64,Sipho's Farm 2,Mpumalanga,32;43,Silty Clay
129,65,Dineo's Farm 1,Northern Cape,34;81,Loamy
130,65,Dineo's Farm 2,Northern Cape,31,Black Cotton Soil
131,66,Nomsa's Farm 1,North West,39;97,Red Loam
132,66,Nomsa's Farm 2,North West,27;45,Black Cotton Soil
133,67,Sibusiso's Farm 1,Free State,18;75,Alluvial Soil
134,67,Sibusiso's Farm 2,Free State,37;68,Loamy
135,68,Lerato's Farm 1,Gauteng,39;13,Alluvial Soil
136,68,Lerato's Farm 2,Gauteng,33;3,Clay Loam
137,69,Tshepo's Farm 1,Gauteng,11;16,Clay Loam
138,69,Tshepo's Farm 2,Gauteng,31;13,Silty Clay
139,70,Ayanda's Farm 1,Limpopo,44;97,Red Loam
140,70,Ayanda's Farm 2,Limpopo,27;44,Black Cotton Soil
141,71,Dineo's Farm 1,Western Cape,15;46,Black Cotton Soil
142,71,Dineo's Farm 2,Western Cape,37;88,Alluvial Soil
143,72,Tshepo's Farm 1,Eastern Cape,25;84,Loamy
144,72,Tshepo's Farm 2,Eastern Cape,47;51,Clay Loam
145,73,Lerato's Farm 1,Mpumalanga,49;75,Silty Clay
146,73,Lerato's Farm 2,Mpumalanga,49;15,Black Cotton Soil
147,74,Tshepo's Farm 1,Gauteng,38;67,Red Loam
148,74,Tshepo's Farm 2,Gauteng,21;68,Alluvial Soil
149,75,Thabo's Farm 1,Limpopo,32;88,Clay Loam
150,75,Thabo's Farm 2,Limpopo,10;5,Silty Clay
151,76,Lerato's Farm 1,Eastern Cape,20;14,Clay Loam
152,76,Lerato's Farm 2,Eastern Cape,30;91,Clay Loam
153,77,Buhle's Farm 1,North West,15;25,Black Cotton Soil
154,77,Buhle's Farm 2,North West,32;43,Loamy
155,78,Lerato's Farm 1,Gauteng,11;94,Loamy
156,78,Lerato's Farm 2,Gauteng,31;98,Alluvial Soil
157,79,Sibusiso's Farm 1,Mpumalanga,38;8,Alluvial Soil
158,79,Sibusiso's Farm 2,Mpumalanga,27;99,Loamy
159,80,Tshepo's Farm 1,Free State,12;83,Silty Clay
160,80,Tshepo's Farm 2,Free State,20;2,Loamy
161,81,Thabo's Farm 1,Limpopo,12;13,Black Cotton Soil
162,81,Thabo's Farm 2,Limpopo,12;04,Silty Clay
163,82,Sibusiso's Farm 1,Gauteng,45;62,Alluvial Soil
164,82,Sibusiso's Farm 2,Gauteng,33;72,Clay Loam
165,83,Nomsa's Farm 1,Mpumalanga,49;07,Black Cotton Soil
166,83,Nomsa's Farm 2,Mpumalanga,44;98,Red Loam
167,84,Kagiso's Farm 1,KZN,38;68,Loamy
168,84,Kagiso's Farm 2,KZN,22;9,Red Loam
169,85,Kagiso's Farm 1,Western Cape,12;55,Silty Clay
170,85,Kagiso's Farm 2,Western Cape,42;56,Alluvial Soil
171,86,Thabo's Farm 1,North West,30;2,Red Loam
172,86,Thabo's Farm 2,North West,14;81,Alluvial Soil
173,87,Thabo's Farm 1,Free State,42;73,Loamy
174,87,Thabo's Farm 2,Free State,44;76,Red Loam
175,88,Tshepo's Farm 1,Northern Cape,20;76,Loamy
176,88,Tshepo's Farm 2,Northern Cape,47;14,Loamy
177,89,Thabo's Farm 1,Eastern Cape,47;71,Alluvial Soil
178,89,Thabo's Farm 2,Eastern Cape,23;71,Red Loam
179,90,Tshepo's Farm 1,Western Cape,20;76,Loamy
180,90,Tshepo's Farm 2,Western Cape,24;25,Loamy
181,91,Buhle's Farm 1,North West,48;23,Clay Loam
182,91,Buhle's Farm 2,North West,17;38,Black Cotton Soil
183,92,Tshepo's Farm 1,Limpopo,19;59,Alluvial Soil
184,92,Tshepo's Farm 2,Limpopo,16;94,Red Loam
185,93,Tshepo's Farm 1,Gauteng,35;07,Black Cotton Soil
186,93,Tshepo's Farm 2,Gauteng,13;95,Black Cotton Soil
187,94,Thabo's Farm 1,Free State,37;09,Silty Clay
188,94,Thabo's Farm 2,Free State,35;92,Clay Loam
189,95,Lerato's Farm 1,Eastern Cape,26;13,Clay Loam
190,95,Lerato's Farm 2,Eastern Cape,31;68,Red Loam
191,96,Kagiso's Farm 1,KZN,14;98,Red Loam
192,96,Kagiso's Farm 2,KZN,11;65,Alluvial Soil
193,97,Sipho's Farm 1,Northern Cape,34;03,Red Loam
194,97,Sipho's Farm 2,Northern Cape,39;36,Alluvial Soil
195,98,Buhle's Farm 1,Gauteng,37;9,Black Cotton Soil
196,98,Buhle's Farm 2,Gauteng,31;9,Alluvial Soil
197,99,Nomsa's Farm 1,KZN,13;75,Red Loam
198,99,Nomsa's Farm 2,KZN,45;67,Clay Loam
199,100,Ayanda's Farm 1,Eastern Cape,33;69,Black Cotton Soil
200,100,Ayanda's Farm 2,Eastern Cape,35;6,Alluvial Soil
201,101,Sibusiso's Farm 1,Gauteng,46;58,Clay Loam
202,101,Sibusiso's Farm 2,Gauteng,15;63,Black Cotton Soil
203,102,Sipho's Farm 1,Western Cape,11;22,Clay Loam
204,102,Sipho's Farm 2,Western Cape,26;15,Black Cotton Soil
205,103,Tshepo's Farm 1,Northern Cape,18;46,Loamy
206,103,Tshepo's Farm 2,Northern Cape,23;08,Loamy
207,104,Dineo's Farm 1,Western Cape,34;82,Black Cotton Soil
208,104,Dineo's Farm 2,Western Cape,10;53,Loamy
209,105,Sibusiso's Farm 1,Northern Cape,18;37,Silty Clay
210,105,Sibusiso's Farm 2,Northern Cape,46;75,Silty Clay
211,106,Lerato's Farm 1,Northern Cape,15;56,Clay Loam
212,106,Lerato's Farm 2,Northern Cape,49;3,Loamy
213,107,Sibusiso's Farm 1,North West,13;43,Clay Loam
214,107,Sibusiso's Farm 2,North West,31;08,Loamy
215,108,Dineo's Farm 1,Mpumalanga,30;63,Silty Clay
216,108,Dineo's Farm 2,Mpumalanga,37;38,Red Loam
217,109,Sibusiso's Farm 1,Eastern Cape,31;25,Black Cotton Soil
218,109,Sibusiso's Farm 2,Eastern Cape,45;52,Alluvial Soil
219,110,Thabo's Farm 1,KZN,37;38,Silty Clay
220,110,Thabo's Farm 2,KZN,42;67,Clay Loam
221,111,Buhle's Farm 1,KZN,25;59,Clay Loam
222,111,Buhle's Farm 2,KZN,35;85,Black Cotton Soil
223,112,Lerato's Farm 1,North West,20;6,Silty Clay
224,112,Lerato's Farm 2,North West,21;23,Black Cotton Soil
225,113,Dineo's Farm 1,Limpopo,36;52,Red Loam
226,113,Dineo's Farm 2,Limpopo,11;82,Clay Loam
227,114,Kagiso's Farm 1,Northern Cape,37;28,Clay Loam
228,114,Kagiso's Farm 2,Northern Cape,42;25,Black Cotton Soil
229,115,Sibusiso's Farm 1,Limpopo,18;26,Loamy
230,115,Sibusiso's Farm 2,Limpopo,32,Red Loam
231,116,Ayanda's Farm 1,Gauteng,41;23,Silty Clay
232,116,Ayanda's Farm 2,Gauteng,10;77,Red Loam
233,117,Sipho's Farm 1,Limpopo,25;27,Black Cotton Soil
234,117,Sipho's Farm 2,Limpopo,32;67,Loamy
235,118,Buhle's Farm 1,Mpumalanga,36;63,Loamy
236,118,Buhle's Farm 2,Mpumalanga,27;83,Red Loam
237,119,Sibusiso's Farm 1,North West,30;81,Black Cotton Soil
238,119,Sibusiso's Farm 2,North West,12;26,Alluvial Soil
239,120,Kagiso's Farm 1,North West,36;79,Silty Clay
240,120,Kagiso's Farm 2,North West,40;78,Black Cotton Soil
241,121,Dineo's Farm 1,Mpumalanga,46;67,Alluvial Soil
242,121,Dineo's Farm 2,Mpumalanga,23;51,Red Loam
243,122,Sipho's Farm 1,Western Cape,23;91,Silty Clay
244,122,Sipho's Farm 2,Western Cape,14;82,Silty Clay
245,123,Kagiso's Farm 1,KZN,41;62,Clay Loam
246,123,Kagiso's Farm 2,KZN,39;16,Black Cotton Soil
247,124,Thabo's Farm 1,Eastern Cape,44;21,Alluvial Soil
248,124,Thabo's Farm 2,Eastern Cape,30;49,Alluvial Soil
249,125,Thabo's Farm 1,Limpopo,17;18,Red Loam
250,125,Thabo's Farm 2,Limpopo,19;99,Red Loam
251,126,Lerato's Farm 1,KZN,45;32,Clay Loam
252,126,Lerato's Farm 2,KZN,44;96,Black Cotton Soil
253,127,Kagiso's Farm 1,Northern Cape,22;63,Clay Loam
254,127,Kagiso's Farm 2,Northern Cape,39;39,Loamy
255,128,Nomsa's Farm 1,Gauteng,15;5,Alluvial Soil
256,128,Nomsa's Farm 2,Gauteng,47;16,Alluvial Soil
257,129,Tshepo's Farm 1,Northern Cape,23;47,Alluvial Soil
258,129,Tshepo's Farm 2,Northern Cape,46;65,Red Loam
259,130,Buhle's Farm 1,North West,12;6,Clay Loam
260,130,Buhle's Farm 2,North West,28;82,Alluvial Soil
261,131,Tshepo's Farm 1,Mpumalanga,26;16,Clay Loam
262,131,Tshepo's Farm 2,Mpumalanga,19;34,Silty Clay
263,132,Lerato's Farm 1,KZN,23;95,Alluvial Soil
264,132,Lerato's Farm 2,KZN,47;94,Black Cotton Soil
265,133,Lerato's Farm 1,Eastern Cape,14;53,Loamy
266,133,Lerato's Farm 2,Eastern Cape,40;42,Alluvial Soil
267,134,Kagiso's Farm 1,Limpopo,14;06,Loamy
268,134,Kagiso's Farm 2,Limpopo,40;14,Black Cotton Soil
269,135,Ayanda's Farm 1,Western Cape,14;52,Red Loam
270,135,Ayanda's Farm 2,Western Cape,27;54,Loamy
271,136,Kagiso's Farm 1,Eastern Cape,37;78,Loamy
272,136,Kagiso's Farm 2,Eastern Cape,18,Alluvial Soil
273,137,Thabo's Farm 1,Western Cape,24;41,Alluvial Soil
274,137,Thabo's Farm 2,Western Cape,19;66,Alluvial Soil
275,138,Buhle's Farm 1,Gauteng,12;7,Red Loam
276,138,Buhle's Farm 2,Gauteng,46;88,Alluvial Soil
277,139,Thabo's Farm 1,North West,24;3,Clay Loam
278,139,Thabo's Farm 2,North West,23;46,Black Cotton Soil
279,140,Tshepo's Farm 1,Free State,10;94,Silty Clay
280,140,Tshepo's Farm 2,Free State,19;46,Silty Clay
281,141,Ayanda's Farm 1,Limpopo,21;72,Clay Loam
282,141,Ayanda's Farm 2,Limpopo,47;72,Loamy
283,142,Tshepo's Farm 1,Western Cape,14;22,Loamy
284,142,Tshepo's Farm 2,Western Cape,40;16,Clay Loam
285,143,Dineo's Farm 1,Eastern Cape,16;42,Clay Loam
286,143,Dineo's Farm 2,Eastern Cape,37;22,Clay Loam
287,144,Ayanda's Farm 1,North West,43;07,Silty Clay
288,144,Ayanda's Farm 2,North West,20;32,Silty Clay
289,145,Tshepo's Farm 1,Western Cape,11;17,Clay Loam
290,145,Tshepo's Farm 2,Western Cape,10;65,Silty Clay
291,146,Sibusiso's Farm 1,Mpumalanga,35;05,Loamy
292,146,Sibusiso's Farm 2,Mpumalanga,28;76,Silty Clay
293,147,Kagiso's Farm 1,Gauteng,15;9,Alluvial Soil
294,147,Kagiso's Farm 2,Gauteng,29;37,Red Loam
295,148,Buhle's Farm 1,Mpumalanga,37;7,Loamy
296,148,Buhle's Farm 2,Mpumalanga,35;46,Black Cotton Soil
297,149,Thabo's Farm 1,Gauteng,30;64,Alluvial Soil
298,149,Thabo's Farm 2,Gauteng,42;54,Silty Clay
299,150,Ayanda's Farm 1,Limpopo,14;84,Loamy
300,150,Ayanda's Farm 2,Limpopo,42;75,Clay Loam
301,151,Dineo's Farm 1,Gauteng,14;79,Alluvial Soil
302,151,Dineo's Farm 2,Gauteng,41;25,Red Loam
303,152,Ayanda's Farm 1,Free State,11;53,Black Cotton Soil
304,152,Ayanda's Farm 2,Free State,13;52,Alluvial Soil
305,153,Kagiso's Farm 1,Free State,11;58,Alluvial Soil
306,153,Kagiso's Farm 2,Free State,34;97,Red Loam
307,154,Dineo's Farm 1,North West,29;25,Red Loam
308,154,Dineo's Farm 2,North West,42;88,Clay Loam
309,155,Sipho's Farm 1,Mpumalanga,39;17,Black Cotton Soil
310,155,Sipho's Farm 2,Mpumalanga,46;83,Clay Loam
311,156,Lerato's Farm 1,KZN,34;13,Alluvial Soil
312,156,Lerato's Farm 2,KZN,34;62,Loamy
313,157,Lerato's Farm 1,Mpumalanga,34;79,Loamy
314,157,Lerato's Farm 2,Mpumalanga,41;86,Alluvial Soil
315,158,Sipho's Farm 1,Free State,32;03,Red Loam
316,158,Sipho's Farm 2,Free State,18;75,Alluvial Soil
317,159,Tshepo's Farm 1,Northern Cape,29;61,Red Loam
318,159,Tshepo's Farm 2,Northern Cape,24;22,Red Loam
319,160,Thabo's Farm 1,Northern Cape,19;03,Black Cotton Soil
320,160,Thabo's Farm 2,Northern Cape,24;26,Black Cotton Soil
321,161,Tshepo's Farm 1,Western Cape,40;32,Silty Clay
322,161,Tshepo's Farm 2,Western Cape,40;58,Red Loam
323,162,Sipho's Farm 1,North West,29;02,Alluvial Soil
324,162,Sipho's Farm 2,North West,15;36,Red Loam
325,163,Kagiso's Farm 1,Limpopo,16;72,Black Cotton Soil
326,163,Kagiso's Farm 2,Limpopo,40;67,Black Cotton Soil
327,164,Tshepo's Farm 1,Western Cape,18;45,Black Cotton Soil
328,164,Tshepo's Farm 2,Western Cape,36;79,Clay Loam
329,165,Sibusiso's Farm 1,Limpopo,22;72,Red Loam
330,165,Sibusiso's Farm 2,Limpopo,17;67,Alluvial Soil
331,166,Buhle's Farm 1,Mpumalanga,42;52,Clay Loam
332,166,Buhle's Farm 2,Mpumalanga,27;71,Clay Loam
333,167,Sipho's Farm 1,Western Cape,41;11,Red Loam
334,167,Sipho's Farm 2,Western Cape,18;96,Red Loam
335,168,Dineo's Farm 1,Eastern Cape,26;23,Loamy
336,168,Dineo's Farm 2,Eastern Cape,12;4,Loamy
337,169,Sipho's Farm 1,Mpumalanga,17;68,Silty Clay
338,169,Sipho's Farm 2,Mpumalanga,30;06,Loamy
339,170,Buhle's Farm 1,KZN,17;41,Alluvial Soil
340,170,Buhle's Farm 2,KZN,33;41,Red Loam
341,171,Buhle's Farm 1,Western Cape,47;25,Loamy
342,171,Buhle's Farm 2,Western Cape,36;73,Loamy
343,172,Buhle's Farm 1,Free State,49;8,Black Cotton Soil
344,172,Buhle's Farm 2,Free State,37;45,Alluvial Soil
345,173,Sipho's Farm 1,KZN,12;94,Clay Loam
346,173,Sipho's Farm 2,KZN,24;98,Black Cotton Soil
347,174,Ayanda's Farm 1,Limpopo,28;63,Silty Clay
348,174,Ayanda's Farm 2,Limpopo,38;99,Black Cotton Soil
349,175,Thabo's Farm 1,Gauteng,11;92,Silty Clay
350,175,Thabo's Farm 2,Gauteng,46;73,Red Loam
351,176,Tshepo's Farm 1,KZN,37;92,Silty Clay
352,176,Tshepo's Farm 2,KZN,23;96,Loamy
353,177,Kagiso's Farm 1,Gauteng,28;7,Red Loam
354,177,Kagiso's Farm 2,Gauteng,25;22,Red Loam
355,178,Kagiso's Farm 1,Free State,12;3,Black Cotton Soil
356,178,Kagiso's Farm 2,Free State,49;38,Silty Clay
357,179,Nomsa's Farm 1,Western Cape,15;42,Silty Clay
358,179,Nomsa's Farm 2,Western Cape,11;67,Red Loam
359,180,Thabo's Farm 1,Western Cape,33;32,Silty Clay
360,180,Thabo's Farm 2,Western Cape,21;3,Loamy
361,181,Thabo's Farm 1,KZN,11;62,Clay Loam
362,181,Thabo's Farm 2,KZN,36;58,Clay Loam
363,182,Tshepo's Farm 1,Mpumalanga,40;19,Black Cotton Soil
364,182,Tshepo's Farm 2,Mpumalanga,34;24,Red Loam
365,183,Sipho's Farm 1,Mpumalanga,36;32,Alluvial Soil
366,183,Sipho's Farm 2,Mpumalanga,12;57,Red Loam
367,184,Nomsa's Farm 1,Gauteng,10;05,Alluvial Soil
368,184,Nomsa's Farm 2,Gauteng,49;97,Black Cotton Soil
369,185,Nomsa's Farm 1,Gauteng,37;71,Black Cotton Soil
370,185,Nomsa's Farm 2,Gauteng,32;23,Clay Loam
371,186,Ayanda's Farm 1,Gauteng,20;62,Alluvial Soil
372,186,Ayanda's Farm 2,Gauteng,44;94,Black Cotton Soil
373,187,Buhle's Farm 1,KZN,18;06,Alluvial Soil
374,187,Buhle's Farm 2,KZN,24;8,Alluvial Soil
375,188,Dineo's Farm 1,Eastern Cape,23;67,Alluvial Soil
376,188,Dineo's Farm 2,Eastern Cape,46;94,Black Cotton Soil
377,189,Dineo's Farm 1,Northern Cape,18;17,Red Loam
378,189,Dineo's Farm 2,Northern Cape,38;33,Silty Clay
379,190,Sipho's Farm 1,North West,39;25,Loamy
380,190,Sipho's Farm 2,North West,21;36,Alluvial Soil
381,191,Sibusiso's Farm 1,North West,13;55,Black Cotton Soil
382,191,Sibusiso's Farm 2,North West,16;81,Loamy
383,192,Sibusiso's Farm 1,Western Cape,29;73,Clay Loam
384,192,Sibusiso's Farm 2,Western Cape,25;89,Clay Loam
385,193,Ayanda's Farm 1,Gauteng,29;8,Black Cotton Soil
386,193,Ayanda's Farm 2,Gauteng,13;15,Alluvial Soil
387,194,Thabo's Farm 1,Mpumalanga,44;55,Alluvial Soil
388,194,Thabo's Farm 2,Mpumalanga,44;64,Clay Loam
389,195,Dineo's Farm 1,Gauteng,26;78,Loamy
390,195,Dineo's Farm 2,Gauteng,10;74,Red Loam
391,196,Lerato's Farm 1,Mpumalanga,17;4,Black Cotton Soil
392,196,Lerato's Farm 2,Mpumalanga,28;68,Red Loam
393,197,Buhle's Farm 1,Western Cape,12;86,Silty Clay
394,197,Buhle's Farm 2,Western Cape,29;76,Clay Loam
395,198,Sipho's Farm 1,Mpumalanga,15;13,Black Cotton Soil
396,198,Sipho's Farm 2,Mpumalanga,42;15,Black Cotton Soil
397,199,Buhle's Farm 1,Gauteng,23;83,Black Cotton Soil
398,199,Buhle's Farm 2,Gauteng,18;45,Red Loam
399,200,Thabo's Farm 1,Northern Cape,37;5,Red Loam
400,200,Thabo's Farm 2,Northern Cape,10;91,Alluvial Soil
401,201,Kagiso's Farm 1,North West,33;15,Loamy
402,201,Kagiso's Farm 2,North West,29;06,Alluvial Soil
403,202,Thabo's Farm 1,Mpumalanga,44;99,Alluvial Soil
404,202,Thabo's Farm 2,Mpumalanga,40;59,Clay Loam
405,203,Kagiso's Farm 1,Free State,46;82,Black Cotton Soil
406,203,Kagiso's Farm 2,Free State,49;43,Black Cotton Soil
407,204,Dineo's Farm 1,Mpumalanga,14;43,Black Cotton Soil
408,204,Dineo's Farm 2,Mpumalanga,39;11,Silty Clay
409,205,Buhle's Farm 1,Northern Cape,14;2,Silty Clay
410,205,Buhle's Farm 2,Northern Cape,49;65,Loamy
411,206,Tshepo's Farm 1,North West,41;68,Clay Loam
412,206,Tshepo's Farm 2,North West,16;82,Alluvial Soil
413,207,Nomsa's Farm 1,Northern Cape,38;11,Black Cotton Soil
414,207,Nomsa's Farm 2,Northern Cape,34;3,Clay Loam
415,208,Nomsa's Farm 1,Northern Cape,40;85,Clay Loam
416,208,Nomsa's Farm 2,Northern Cape,29;8,Black Cotton Soil
417,209,Ayanda's Farm 1,Northern Cape,15;03,Loamy
418,209,Ayanda's Farm 2,Northern Cape,18,Loamy
419,210,Kagiso's Farm 1,Gauteng,16;33,Black Cotton Soil
420,210,Kagiso's Farm 2,Gauteng,43;2,Loamy
421,211,Lerato's Farm 1,Limpopo,36;83,Clay Loam
422,211,Lerato's Farm 2,Limpopo,21;77,Black Cotton Soil
