CropID,FarmerID,CropType,Variety,PlantingDate,ExpectedHarvestDate,ActualHarvestDate,AreaPlanted
18,2,Sunflower,Kikuyu Grass,2024/06/24 00:00:00,2024/10/24 00:00:00,2024/10/19 00:00:00,3;60
19,2,Maize,Kikuyu Grass,2023/02/15 00:00:00,2023/06/15 00:00:00,2023/06/10 00:00:00,4;87
20,2,Sorghum,Greenfeast Peas,2024/02/22 00:00:00,2024/06/22 00:00:00,2024/06/23 00:00:00,1;17
21,3,Sorghum,PAN 6479,2024/08/09 00:00:00,2024/12/09 00:00:00,2024/12/05 00:00:00,1;67
22,3,Maize,Rooibos Tea Red Bush,2024/12/23 00:00:00,2025/04/23 00:00:00,2025/04/25 00:00:00,4;86
23,3,Sunflower,Rooibos Tea Red Bush,2024/01/24 00:00:00,2024/05/24 00:00:00,2024/05/30 00:00:00,2;53
24,3,Maize,Carrot Kuroda,2024/11/12 00:00:00,2025/03/12 00:00:00,2025/03/18 00:00:00,5;54
25,3,Sorghum,Rooibos Tea Red Bush,2023/11/16 00:00:00,2024/03/16 00:00:00,2024/03/25 00:00:00,5;29
26,3,Maize,Spinach Fordhook Giant,2024/07/08 00:00:00,2024/11/08 00:00:00,2024/11/08 00:00:00,2;20
27,3,Maize,Beauregard Sweet Potato,2023/09/27 00:00:00,2024/01/27 00:00:00,2024/01/22 00:00:00,5;71
28,3,Wheat,Texas Grano Onion,2023/12/16 00:00:00,2024/04/16 00:00:00,2024/04/21 00:00:00,4;80
29,3,Sorghum,Tomato Money Maker,2024/11/12 00:00:00,2025/03/12 00:00:00,2025/03/10 00:00:00,4;86
30,3,Sunflower,California Wonder (Green Pepper),2023/04/14 00:00:00,2023/08/14 00:00:00,2023/08/22 00:00:00,4;60
31,4,Wheat,Tomato Money Maker,2023/07/21 00:00:00,2023/11/21 00:00:00,2023/11/16 00:00:00,5;03
32,4,Maize,Greenfeast Peas,2023/06/02 00:00:00,2023/10/02 00:00:00,2023/10/11 00:00:00,5;81
33,4,Sorghum,Rooibos Tea Red Bush,2024/12/08 00:00:00,2025/04/08 00:00:00,2025/04/04 00:00:00,1;62
34,4,Sorghum,Bainsvlei Groundnut,2024/11/20 00:00:00,2025/03/20 00:00:00,2025/03/22 00:00:00,1;59
35,4,Sunflower,PAN 6479,2023/06/01 00:00:00,2023/10/01 00:00:00,2023/09/29 00:00:00,4;11
36,4,Wheat,Texas Grano Onion,2023/11/04 00:00:00,2024/03/04 00:00:00,2024/03/13 00:00:00,4;00
37,4,Sorghum,Rooibos Tea Red Bush,2023/05/11 00:00:00,2023/09/11 00:00:00,2023/09/18 00:00:00,1;58
38,4,Wheat,Gem Squash Star 6001,2023/03/11 00:00:00,2023/07/11 00:00:00,2023/07/14 00:00:00,4;90
39,4,Maize,Carrot Kuroda,2024/01/22 00:00:00,2024/05/22 00:00:00,2024/05/27 00:00:00,4;45
40,4,Sorghum,Greenfeast Peas,2024/01/05 00:00:00,2024/05/05 00:00:00,2024/05/05 00:00:00,3;96
41,5,Sorghum,Bainsvlei Groundnut,2023/02/08 00:00:00,2023/06/08 00:00:00,2023/06/10 00:00:00,2;41
42,5,Sunflower,Texas Grano Onion,2023/05/24 00:00:00,2023/09/24 00:00:00,2023/09/19 00:00:00,1;97
43,5,Wheat,Carrot Kuroda,2023/08/18 00:00:00,2023/12/18 00:00:00,2023/12/25 00:00:00,4;17
44,5,Maize,Rooibos Tea Red Bush,2024/05/04 00:00:00,2024/09/04 00:00:00,2024/09/12 00:00:00,3;15
45,5,Sorghum,Beauregard Sweet Potato,2023/03/01 00:00:00,2023/07/01 00:00:00,2023/07/03 00:00:00,1;50
46,5,Sorghum,Hybrid Maize SC719,2023/02/19 00:00:00,2023/06/19 00:00:00,2023/06/21 00:00:00,2;12
47,5,Sunflower,Texas Grano Onion,2024/11/08 00:00:00,2025/03/08 00:00:00,2025/03/10 00:00:00,4;62
48,5,Maize,Beauregard Sweet Potato,2023/07/11 00:00:00,2023/11/11 00:00:00,2023/11/20 00:00:00,2;68
49,5,Sunflower,Carrot Kuroda,2024/03/15 00:00:00,2024/07/15 00:00:00,2024/07/22 00:00:00,1;91
50,5,Maize,Beauregard Sweet Potato,2023/11/11 00:00:00,2024/03/11 00:00:00,2024/03/07 00:00:00,1;94
51,6,Sorghum,Kikuyu Grass,2024/12/17 00:00:00,2025/04/17 00:00:00,2025/04/18 00:00:00,1;79
52,6,Sorghum,Tomato Money Maker,2023/10/04 00:00:00,2024/02/04 00:00:00,2024/02/09 00:00:00,5;54
53,6,Sunflower,California Wonder (Green Pepper),2024/08/11 00:00:00,2024/12/11 00:00:00,2024/12/17 00:00:00,2;36
54,6,Wheat,Texas Grano Onion,2024/02/22 00:00:00,2024/06/22 00:00:00,2024/06/17 00:00:00,3;69
55,6,Maize,Tomato Money Maker,2023/11/21 00:00:00,2024/03/21 00:00:00,2024/03/24 00:00:00,5;39
56,6,Maize,California Wonder (Green Pepper),2024/10/16 00:00:00,2025/02/16 00:00:00,2025/02/13 00:00:00,2;85
57,6,Maize,Bainsvlei Groundnut,2023/05/09 00:00:00,2023/09/09 00:00:00,2023/09/08 00:00:00,3;15
58,6,Sunflower,Kikuyu Grass,2023/12/06 00:00:00,2024/04/06 00:00:00,2024/04/14 00:00:00,3;99
59,6,Sorghum,Tomato Money Maker,2024/10/03 00:00:00,2025/02/03 00:00:00,2025/02/07 00:00:00,3;02
60,6,Maize,Bainsvlei Groundnut,2024/05/11 00:00:00,2024/09/11 00:00:00,2024/09/06 00:00:00,1;78
61,7,Maize,Carrot Kuroda,2024/10/23 00:00:00,2025/02/23 00:00:00,2025/03/03 00:00:00,3;91
62,7,Sorghum,Greenfeast Peas,2024/06/07 00:00:00,2024/10/07 00:00:00,2024/10/03 00:00:00,4;83
63,7,Maize,Carrot Kuroda,2024/07/08 00:00:00,2024/11/08 00:00:00,2024/11/07 00:00:00,4;64
64,7,Maize,California Wonder (Green Pepper),2024/06/13 00:00:00,2024/10/13 00:00:00,2024/10/22 00:00:00,3;13
65,7,Sunflower,Rooibos Tea Red Bush,2023/12/06 00:00:00,2024/04/06 00:00:00,2024/04/05 00:00:00,3;11
66,7,Sorghum,Hybrid Maize SC719,2023/05/25 00:00:00,2023/09/25 00:00:00,2023/09/20 00:00:00,1;32
67,7,Sorghum,California Wonder (Green Pepper),2023/11/06 00:00:00,2024/03/06 00:00:00,2024/03/10 00:00:00,1;10
68,7,Sorghum,Greenfeast Peas,2024/01/26 00:00:00,2024/05/26 00:00:00,2024/05/27 00:00:00,5;29
69,7,Maize,Spinach Fordhook Giant,2023/05/23 00:00:00,2023/09/23 00:00:00,2023/09/20 00:00:00,4;63
70,7,Sorghum,Gem Squash Star 6001,2024/01/15 00:00:00,2024/05/15 00:00:00,2024/05/15 00:00:00,4;66
71,8,Sorghum,Rooibos Tea Red Bush,2023/05/09 00:00:00,2023/09/09 00:00:00,2023/09/13 00:00:00,4;38
72,8,Maize,Kikuyu Grass,2024/04/16 00:00:00,2024/08/16 00:00:00,2024/08/17 00:00:00,1;87
73,8,Wheat,Gem Squash Star 6001,2024/03/12 00:00:00,2024/07/12 00:00:00,2024/07/15 00:00:00,5;03
74,8,Maize,Red Russian Kale,2023/01/20 00:00:00,2023/05/20 00:00:00,2023/05/20 00:00:00,4;66
75,8,Sorghum,Kikuyu Grass,2024/09/03 00:00:00,2025/01/03 00:00:00,2025/01/02 00:00:00,4;66
76,8,Wheat,Greenfeast Peas,2024/08/26 00:00:00,2024/12/26 00:00:00,2024/12/23 00:00:00,4;70
77,8,Sorghum,Greenfeast Peas,2023/04/27 00:00:00,2023/08/27 00:00:00,2023/08/30 00:00:00,4;66
78,8,Sunflower,Greenfeast Peas,2024/02/01 00:00:00,2024/06/01 00:00:00,2024/06/09 00:00:00,1;38
79,8,Wheat,Kikuyu Grass,2023/08/15 00:00:00,2023/12/15 00:00:00,2023/12/24 00:00:00,5;27
80,8,Maize,PAN 6479,2024/07/11 00:00:00,2024/11/11 00:00:00,2024/11/12 00:00:00,1;76
81,9,Maize,Tomato Money Maker,2024/06/01 00:00:00,2024/10/01 00:00:00,2024/09/26 00:00:00,5;73
82,9,Maize,Gem Squash Star 6001,2024/09/13 00:00:00,2025/01/13 00:00:00,2025/01/22 00:00:00,5;73
83,9,Sorghum,Tomato Money Maker,2024/01/19 00:00:00,2024/05/19 00:00:00,2024/05/23 00:00:00,2;81
84,9,Wheat,Rooibos Tea Red Bush,2023/05/03 00:00:00,2023/09/03 00:00:00,2023/09/11 00:00:00,3;55
85,9,Sorghum,PAN 6479,2024/08/16 00:00:00,2024/12/16 00:00:00,2024/12/19 00:00:00,2;00
86,9,Wheat,Red Russian Kale,2024/01/25 00:00:00,2024/05/25 00:00:00,2024/05/21 00:00:00,3;59
87,9,Sorghum,Spinach Fordhook Giant,2024/01/09 00:00:00,2024/05/09 00:00:00,2024/05/17 00:00:00,1;07
88,9,Sunflower,Greenfeast Peas,2023/09/14 00:00:00,2024/01/14 00:00:00,2024/01/20 00:00:00,4;04
89,9,Maize,Bainsvlei Groundnut,2023/12/18 00:00:00,2024/04/18 00:00:00,2024/04/19 00:00:00,1;31
90,9,Sorghum,Tomato Money Maker,2023/11/13 00:00:00,2024/03/13 00:00:00,2024/03/19 00:00:00,5;82
91,10,Sorghum,California Wonder (Green Pepper),2023/10/04 00:00:00,2024/02/04 00:00:00,2024/02/11 00:00:00,1;78
92,10,Wheat,Spinach Fordhook Giant,2023/10/25 00:00:00,2024/02/25 00:00:00,2024/02/27 00:00:00,2;48
93,10,Wheat,Gem Squash Star 6001,2024/01/24 00:00:00,2024/05/24 00:00:00,2024/05/27 00:00:00,3;69
94,10,Sorghum,Texas Grano Onion,2023/04/07 00:00:00,2023/08/07 00:00:00,2023/08/08 00:00:00,4;64
95,10,Sorghum,Bainsvlei Groundnut,2023/10/24 00:00:00,2024/02/24 00:00:00,2024/02/19 00:00:00,3;07
96,10,Wheat,Spinach Fordhook Giant,2024/05/07 00:00:00,2024/09/07 00:00:00,2024/09/08 00:00:00,4;61
97,10,Maize,Spinach Fordhook Giant,2023/09/24 00:00:00,2024/01/24 00:00:00,2024/01/30 00:00:00,2;08
98,10,Sorghum,Bainsvlei Groundnut,2024/08/10 00:00:00,2024/12/10 00:00:00,2024/12/11 00:00:00,5;82
99,10,Sunflower,Tomato Money Maker,2023/11/23 00:00:00,2024/03/23 00:00:00,2024/03/24 00:00:00,1;89
100,10,Sunflower,Beauregard Sweet Potato,2024/01/21 00:00:00,2024/05/21 00:00:00,2024/05/29 00:00:00,5;95
101,11,Sunflower,PAN 6479,2024/08/02 00:00:00,2024/12/02 00:00:00,2024/12/09 00:00:00,5;56
102,11,Sunflower,Texas Grano Onion,2024/05/13 00:00:00,2024/09/13 00:00:00,2024/09/15 00:00:00,2;78
103,11,Maize,Carrot Kuroda,2023/07/25 00:00:00,2023/11/25 00:00:00,2023/11/26 00:00:00,3;21
104,11,Sorghum,Hybrid Maize SC719,2024/06/12 00:00:00,2024/10/12 00:00:00,2024/10/15 00:00:00,2;04
105,11,Wheat,Red Russian Kale,2024/02/11 00:00:00,2024/06/11 00:00:00,2024/06/09 00:00:00,1;70
106,11,Maize,Carrot Kuroda,2024/04/22 00:00:00,2024/08/22 00:00:00,2024/08/17 00:00:00,5;70
107,11,Sorghum,Red Russian Kale,2023/05/03 00:00:00,2023/09/03 00:00:00,2023/09/10 00:00:00,4;63
108,11,Sunflower,Beauregard Sweet Potato,2024/11/23 00:00:00,2025/03/23 00:00:00,2025/03/26 00:00:00,1;80
109,11,Maize,Rooibos Tea Red Bush,2023/08/08 00:00:00,2023/12/08 00:00:00,2023/12/13 00:00:00,5;25
110,11,Sunflower,Kikuyu Grass,2023/02/07 00:00:00,2023/06/07 00:00:00,2023/06/05 00:00:00,2;27
111,12,Maize,Tomato Money Maker,2023/02/27 00:00:00,2023/06/27 00:00:00,2023/06/29 00:00:00,1;24
112,12,Maize,Greenfeast Peas,2023/05/24 00:00:00,2023/09/24 00:00:00,2023/09/26 00:00:00,1;83
113,12,Wheat,Texas Grano Onion,2023/07/19 00:00:00,2023/11/19 00:00:00,2023/11/28 00:00:00,4;89
114,12,Wheat,Kikuyu Grass,2024/07/25 00:00:00,2024/11/25 00:00:00,2024/11/21 00:00:00,1;79
115,12,Sorghum,Carrot Kuroda,2023/10/25 00:00:00,2024/02/25 00:00:00,2024/02/27 00:00:00,2;49
116,12,Maize,Hybrid Maize SC719,2024/10/22 00:00:00,2025/02/22 00:00:00,2025/02/18 00:00:00,1;52
117,12,Sorghum,Rooibos Tea Red Bush,2023/06/01 00:00:00,2023/10/01 00:00:00,2023/10/06 00:00:00,1;51
118,12,Sorghum,Rooibos Tea Red Bush,2024/07/10 00:00:00,2024/11/10 00:00:00,2024/11/12 00:00:00,3;96
119,12,Maize,Tomato Money Maker,2024/02/19 00:00:00,2024/06/19 00:00:00,2024/06/27 00:00:00,5;23
120,12,Maize,Hybrid Maize SC719,2024/12/13 00:00:00,2025/04/13 00:00:00,2025/04/21 00:00:00,3;24
121,13,Sorghum,Red Russian Kale,2024/11/12 00:00:00,2025/03/12 00:00:00,2025/03/17 00:00:00,2;71
122,13,Maize,Tomato Money Maker,2023/11/22 00:00:00,2024/03/22 00:00:00,2024/03/17 00:00:00,4;52
123,13,Wheat,Spinach Fordhook Giant,2023/07/01 00:00:00,2023/11/01 00:00:00,2023/11/06 00:00:00,1;81
124,13,Sorghum,Rooibos Tea Red Bush,2024/02/27 00:00:00,2024/06/27 00:00:00,2024/06/25 00:00:00,4;86
125,13,Maize,Gem Squash Star 6001,2023/07/12 00:00:00,2023/11/12 00:00:00,2023/11/16 00:00:00,5;05
126,13,Wheat,Gem Squash Star 6001,2024/12/27 00:00:00,2025/04/27 00:00:00,2025/04/25 00:00:00,3;58
127,13,Maize,Gem Squash Star 6001,2023/11/26 00:00:00,2024/03/26 00:00:00,2024/03/23 00:00:00,2;43
128,13,Maize,Bainsvlei Groundnut,2023/06/21 00:00:00,2023/10/21 00:00:00,2023/10/20 00:00:00,5;90
129,13,Sorghum,Tomato Money Maker,2024/06/27 00:00:00,2024/10/27 00:00:00,2024/10/30 00:00:00,4;21
130,13,Sorghum,Tomato Money Maker,2023/05/25 00:00:00,2023/09/25 00:00:00,2023/10/03 00:00:00,3;68
131,14,Maize,Beauregard Sweet Potato,2024/01/01 00:00:00,2024/05/01 00:00:00,2024/05/05 00:00:00,3;81
132,14,Wheat,PAN 6479,2023/01/17 00:00:00,2023/05/17 00:00:00,2023/05/19 00:00:00,1;02
133,14,Sorghum,Tomato Money Maker,2023/09/06 00:00:00,2024/01/06 00:00:00,2024/01/13 00:00:00,5;76
134,14,Wheat,Texas Grano Onion,2023/12/20 00:00:00,2024/04/20 00:00:00,2024/04/28 00:00:00,5;09
135,14,Wheat,Rooibos Tea Red Bush,2024/01/12 00:00:00,2024/05/12 00:00:00,2024/05/18 00:00:00,5;20
136,14,Sorghum,Carrot Kuroda,2023/09/23 00:00:00,2024/01/23 00:00:00,2024/01/24 00:00:00,3;62
137,14,Wheat,PAN 6479,2023/05/07 00:00:00,2023/09/07 00:00:00,2023/09/11 00:00:00,2;50
138,14,Maize,Hybrid Maize SC719,2024/09/26 00:00:00,2025/01/26 00:00:00,2025/01/29 00:00:00,1;50
139,14,Sunflower,Greenfeast Peas,2023/04/22 00:00:00,2023/08/22 00:00:00,2023/08/28 00:00:00,4;48
140,14,Sunflower,Greenfeast Peas,2023/03/26 00:00:00,2023/07/26 00:00:00,2023/07/23 00:00:00,4;26
141,15,Sorghum,Tomato Money Maker,2024/05/26 00:00:00,2024/09/26 00:00:00,2024/09/27 00:00:00,1;59
142,15,Sorghum,Rooibos Tea Red Bush,2024/06/03 00:00:00,2024/10/03 00:00:00,2024/10/05 00:00:00,5;28
143,15,Maize,Bainsvlei Groundnut,2023/06/11 00:00:00,2023/10/11 00:00:00,2023/10/17 00:00:00,2;78
144,15,Sunflower,Texas Grano Onion,2023/01/25 00:00:00,2023/05/25 00:00:00,2023/06/01 00:00:00,2;71
145,15,Wheat,Beauregard Sweet Potato,2023/04/12 00:00:00,2023/08/12 00:00:00,2023/08/16 00:00:00,4;74
146,15,Sorghum,Bainsvlei Groundnut,2023/12/09 00:00:00,2024/04/09 00:00:00,2024/04/18 00:00:00,3;23
147,15,Sorghum,Rooibos Tea Red Bush,2024/09/05 00:00:00,2025/01/05 00:00:00,2025/01/12 00:00:00,4;63
148,15,Sorghum,Tomato Money Maker,2024/07/19 00:00:00,2024/11/19 00:00:00,2024/11/18 00:00:00,3;31
149,15,Sorghum,Carrot Kuroda,2023/01/24 00:00:00,2023/05/24 00:00:00,2023/05/30 00:00:00,3;30
150,15,Sunflower,Red Russian Kale,2023/08/07 00:00:00,2023/12/07 00:00:00,2023/12/03 00:00:00,5;96
151,16,Maize,Greenfeast Peas,2023/02/15 00:00:00,2023/06/15 00:00:00,2023/06/23 00:00:00,4;26
152,16,Wheat,Spinach Fordhook Giant,2023/09/09 00:00:00,2024/01/09 00:00:00,2024/01/13 00:00:00,3;09
153,16,Maize,Kikuyu Grass,2024/09/21 00:00:00,2025/01/21 00:00:00,2025/01/20 00:00:00,5;70
154,16,Sorghum,Bainsvlei Groundnut,2024/06/25 00:00:00,2024/10/25 00:00:00,2024/11/03 00:00:00,4;24
155,16,Wheat,Greenfeast Peas,2023/12/22 00:00:00,2024/04/22 00:00:00,2024/04/27 00:00:00,2;23
156,16,Sorghum,Tomato Money Maker,2023/02/16 00:00:00,2023/06/16 00:00:00,2023/06/23 00:00:00,1;47
157,16,Sorghum,Bainsvlei Groundnut,2023/07/08 00:00:00,2023/11/08 00:00:00,2023/11/03 00:00:00,3;14
158,16,Sorghum,Gem Squash Star 6001,2024/06/20 00:00:00,2024/10/20 00:00:00,2024/10/15 00:00:00,3;63
159,16,Sorghum,Red Russian Kale,2024/08/13 00:00:00,2024/12/13 00:00:00,2024/12/08 00:00:00,2;13
160,16,Wheat,Red Russian Kale,2024/07/03 00:00:00,2024/11/03 00:00:00,2024/10/31 00:00:00,2;38
161,17,Sunflower,Beauregard Sweet Potato,2024/03/11 00:00:00,2024/07/11 00:00:00,2024/07/18 00:00:00,4;41
162,17,Maize,Spinach Fordhook Giant,2024/08/26 00:00:00,2024/12/26 00:00:00,2024/12/24 00:00:00,1;67
163,17,Sunflower,Texas Grano Onion,2023/01/23 00:00:00,2023/05/23 00:00:00,2023/05/28 00:00:00,5;05
164,17,Wheat,Gem Squash Star 6001,2024/02/04 00:00:00,2024/06/04 00:00:00,2024/06/12 00:00:00,3;35
165,17,Wheat,Red Russian Kale,2024/03/10 00:00:00,2024/07/10 00:00:00,2024/07/07 00:00:00,2;75
166,17,Wheat,Bainsvlei Groundnut,2023/04/15 00:00:00,2023/08/15 00:00:00,2023/08/22 00:00:00,4;70
167,17,Sunflower,Greenfeast Peas,2024/07/14 00:00:00,2024/11/14 00:00:00,2024/11/10 00:00:00,2;75
168,17,Maize,Beauregard Sweet Potato,2023/04/10 00:00:00,2023/08/10 00:00:00,2023/08/11 00:00:00,1;15
169,17,Sorghum,Spinach Fordhook Giant,2023/04/14 00:00:00,2023/08/14 00:00:00,2023/08/12 00:00:00,5;69
170,17,Maize,Hybrid Maize SC719,2023/08/21 00:00:00,2023/12/21 00:00:00,2023/12/27 00:00:00,2;02
171,18,Wheat,Red Russian Kale,2024/04/15 00:00:00,2024/08/15 00:00:00,2024/08/11 00:00:00,3;81
172,18,Maize,Greenfeast Peas,2024/08/13 00:00:00,2024/12/13 00:00:00,2024/12/09 00:00:00,3;49
173,18,Wheat,Texas Grano Onion,2024/12/02 00:00:00,2025/04/02 00:00:00,2025/04/01 00:00:00,1;75
174,18,Maize,Carrot Kuroda,2023/01/19 00:00:00,2023/05/19 00:00:00,2023/05/26 00:00:00,3;70
175,18,Sorghum,Kikuyu Grass,2024/09/25 00:00:00,2025/01/25 00:00:00,2025/01/22 00:00:00,4;59
176,18,Sorghum,Tomato Money Maker,2024/10/20 00:00:00,2025/02/20 00:00:00,2025/02/22 00:00:00,3;48
177,18,Maize,PAN 6479,2024/01/18 00:00:00,2024/05/18 00:00:00,2024/05/19 00:00:00,3;57
178,18,Wheat,Beauregard Sweet Potato,2024/09/18 00:00:00,2025/01/18 00:00:00,2025/01/13 00:00:00,4;58
179,18,Maize,Rooibos Tea Red Bush,2023/11/07 00:00:00,2024/03/07 00:00:00,2024/03/02 00:00:00,4;57
180,18,Wheat,Spinach Fordhook Giant,2024/07/09 00:00:00,2024/11/09 00:00:00,2024/11/15 00:00:00,5;78
181,19,Wheat,Gem Squash Star 6001,2023/05/23 00:00:00,2023/09/23 00:00:00,2023/09/27 00:00:00,2;91
182,19,Sorghum,Tomato Money Maker,2023/01/01 00:00:00,2023/05/01 00:00:00,2023/04/26 00:00:00,2;40
183,19,Sunflower,PAN 6479,2023/04/10 00:00:00,2023/08/10 00:00:00,2023/08/05 00:00:00,4;66
184,19,Maize,Beauregard Sweet Potato,2024/06/10 00:00:00,2024/10/10 00:00:00,2024/10/16 00:00:00,4;92
185,19,Maize,Texas Grano Onion,2023/05/20 00:00:00,2023/09/20 00:00:00,2023/09/23 00:00:00,3;14
186,19,Sorghum,Tomato Money Maker,2023/10/03 00:00:00,2024/02/03 00:00:00,2024/02/03 00:00:00,2;11
187,19,Sunflower,Spinach Fordhook Giant,2024/03/19 00:00:00,2024/07/19 00:00:00,2024/07/20 00:00:00,5;21
188,19,Sunflower,Greenfeast Peas,2023/12/17 00:00:00,2024/04/17 00:00:00,2024/04/15 00:00:00,2;31
189,19,Wheat,Red Russian Kale,2024/07/05 00:00:00,2024/11/05 00:00:00,2024/11/08 00:00:00,3;79
190,19,Sorghum,Beauregard Sweet Potato,2024/04/12 00:00:00,2024/08/12 00:00:00,2024/08/19 00:00:00,4;44
191,20,Sorghum,Texas Grano Onion,2023/03/07 00:00:00,2023/07/07 00:00:00,2023/07/09 00:00:00,1;39
192,20,Wheat,Kikuyu Grass,2023/08/06 00:00:00,2023/12/06 00:00:00,2023/12/15 00:00:00,1;75
193,20,Sunflower,Kikuyu Grass,2023/02/07 00:00:00,2023/06/07 00:00:00,2023/06/04 00:00:00,3;36
194,20,Sorghum,Greenfeast Peas,2023/12/06 00:00:00,2024/04/06 00:00:00,2024/04/10 00:00:00,1;83
195,20,Sorghum,Carrot Kuroda,2024/04/06 00:00:00,2024/08/06 00:00:00,2024/08/03 00:00:00,5;32
196,20,Maize,Greenfeast Peas,2024/05/05 00:00:00,2024/09/05 00:00:00,2024/09/02 00:00:00,4;17
197,20,Sorghum,Texas Grano Onion,2024/12/26 00:00:00,2025/04/26 00:00:00,2025/04/27 00:00:00,2;49
198,20,Maize,Texas Grano Onion,2023/03/22 00:00:00,2023/07/22 00:00:00,2023/07/20 00:00:00,1;69
199,20,Sunflower,Gem Squash Star 6001,2023/01/05 00:00:00,2023/05/05 00:00:00,2023/05/13 00:00:00,2;53
200,20,Sunflower,Gem Squash Star 6001,2023/01/25 00:00:00,2023/05/25 00:00:00,2023/05/24 00:00:00,4;33
201,21,Sorghum,Spinach Fordhook Giant,2024/01/22 00:00:00,2024/05/22 00:00:00,2024/05/29 00:00:00,3;18
202,21,Maize,Rooibos Tea Red Bush,2024/04/27 00:00:00,2024/08/27 00:00:00,2024/09/04 00:00:00,4;75
203,21,Sunflower,Spinach Fordhook Giant,2023/05/11 00:00:00,2023/09/11 00:00:00,2023/09/16 00:00:00,2;99
204,21,Sunflower,Rooibos Tea Red Bush,2023/01/05 00:00:00,2023/05/05 00:00:00,2023/05/04 00:00:00,3;59
205,21,Sunflower,PAN 6479,2024/01/21 00:00:00,2024/05/21 00:00:00,2024/05/25 00:00:00,3;41
206,21,Sorghum,Tomato Money Maker,2023/01/14 00:00:00,2023/05/14 00:00:00,2023/05/19 00:00:00,2;67
207,21,Sorghum,Hybrid Maize SC719,2024/03/23 00:00:00,2024/07/23 00:00:00,2024/07/26 00:00:00,2;24
208,21,Sunflower,California Wonder (Green Pepper),2024/07/24 00:00:00,2024/11/24 00:00:00,2024/11/23 00:00:00,2;65
209,21,Sorghum,California Wonder (Green Pepper),2023/08/21 00:00:00,2023/12/21 00:00:00,2023/12/29 00:00:00,1;24
210,21,Maize,Rooibos Tea Red Bush,2023/03/06 00:00:00,2023/07/06 00:00:00,2023/07/05 00:00:00,5;94
211,22,Sorghum,Hybrid Maize SC719,2023/11/06 00:00:00,2024/03/06 00:00:00,2024/03/01 00:00:00,4;06
212,22,Maize,Greenfeast Peas,2024/04/08 00:00:00,2024/08/08 00:00:00,2024/08/07 00:00:00,2;67
213,22,Sorghum,Tomato Money Maker,2023/11/01 00:00:00,2024/03/01 00:00:00,2024/02/27 00:00:00,1;32
214,22,Sunflower,Greenfeast Peas,2023/10/27 00:00:00,2024/02/27 00:00:00,2024/02/26 00:00:00,3;66
215,22,Sunflower,Kikuyu Grass,2024/08/13 00:00:00,2024/12/13 00:00:00,2024/12/11 00:00:00,2;16
216,22,Sorghum,Bainsvlei Groundnut,2024/09/08 00:00:00,2025/01/08 00:00:00,2025/01/13 00:00:00,2;10
217,22,Sorghum,Texas Grano Onion,2023/06/14 00:00:00,2023/10/14 00:00:00,2023/10/19 00:00:00,4;66
218,22,Sunflower,PAN 6479,2023/03/16 00:00:00,2023/07/16 00:00:00,2023/07/24 00:00:00,5;75
219,22,Maize,Greenfeast Peas,2023/03/19 00:00:00,2023/07/19 00:00:00,2023/07/15 00:00:00,5;49
