HarvestID,CropID,HarvestDate,QuantityKg,QualityGrade
287,287,2025/04/28 00:00:00,480;54,C
288,288,2024/07/18 00:00:00,696;84,C
289,289,2023/09/30 00:00:00,500;27,A
290,290,2023/07/06 00:00:00,385;55,B
291,291,2025/04/05 00:00:00,561;06,A
292,292,2025/02/27 00:00:00,613;63,A
293,293,2024/06/15 00:00:00,669;19,C
294,294,2023/06/26 00:00:00,312;44,A
295,295,2024/11/12 00:00:00,246;56,B
296,296,2023/08/13 00:00:00,217;88,A
297,297,2025/04/24 00:00:00,460;18,B
298,298,2023/05/21 00:00:00,270;02,C
299,299,2024/09/05 00:00:00,490;60,A
300,300,2023/10/18 00:00:00,240;82,C
301,301,2025/03/16 00:00:00,585;16,B
302,302,2023/07/06 00:00:00,343;82,A
303,303,2023/06/26 00:00:00,304;64,C
304,304,2024/06/07 00:00:00,223;49,A
305,305,2024/07/09 00:00:00,531;34,B
306,306,2024/04/09 00:00:00,435;12,A
307,307,2023/06/14 00:00:00,446;49,B
308,308,2023/11/17 00:00:00,431;94,A
309,309,2024/08/09 00:00:00,274;86,C
310,310,2025/04/04 00:00:00,337;38,A
311,311,2024/01/12 00:00:00,657;66,B
312,312,2023/12/16 00:00:00,285;92,B
313,313,2024/09/29 00:00:00,242;86,B
314,314,2025/04/23 00:00:00,565;56,A
315,315,2023/11/13 00:00:00,473;35,A
316,316,2024/10/29 00:00:00,282;66,A
317,317,2025/01/11 00:00:00,286;62,B
318,318,2025/04/09 00:00:00,562;96,A
319,319,2024/08/20 00:00:00,558;89,B
320,320,2023/06/15 00:00:00,229;99,A
321,321,2025/04/07 00:00:00,614;60,C
322,322,2023/12/22 00:00:00,488;65,B
323,323,2024/09/22 00:00:00,671;49,C
324,324,2023/10/30 00:00:00,543;55,C
325,325,2025/01/09 00:00:00,218;94,A
326,326,2025/03/05 00:00:00,609;74,C
327,327,2024/05/20 00:00:00,212;12,A
328,328,2024/06/13 00:00:00,652;67,B
329,329,2024/08/09 00:00:00,419;24,C
330,330,2024/07/29 00:00:00,297;05,C
331,331,2023/09/03 00:00:00,287;22,C
332,332,2023/06/02 00:00:00,556;94,B
333,333,2024/07/04 00:00:00,410;64,A
334,334,2025/04/30 00:00:00,240;23,C
335,335,2025/04/12 00:00:00,616;27,B
336,336,2024/05/30 00:00:00,388;32,B
337,337,2023/06/01 00:00:00,576;85,A
338,338,2024/03/14 00:00:00,287;86,C
339,339,2023/08/23 00:00:00,616;91,B
340,340,2023/05/08 00:00:00,448;60,A
341,341,2024/03/28 00:00:00,563;09,C
342,342,2025/03/12 00:00:00,210;72,B
343,343,2023/10/16 00:00:00,302;49,B
344,344,2024/09/11 00:00:00,338;64,A
345,345,2025/01/08 00:00:00,522;56,B
346,346,2024/12/24 00:00:00,536;66,C
347,347,2023/07/30 00:00:00,376;67,A
348,348,2024/12/16 00:00:00,629;20,C
349,349,2024/12/02 00:00:00,325;22,C
350,350,2023/06/10 00:00:00,242;62,C
351,351,2025/01/15 00:00:00,550;80,C
352,352,2023/07/11 00:00:00,264;68,C
353,353,2024/03/03 00:00:00,534;49,A
354,354,2025/01/08 00:00:00,206;92,C
355,355,2024/03/27 00:00:00,650;50,C
356,356,2024/07/13 00:00:00,462;70,C
357,357,2023/11/18 00:00:00,375;12,C
358,358,2023/09/18 00:00:00,234;90,B
359,359,2023/06/25 00:00:00,683;12,A
360,360,2024/03/19 00:00:00,416;62,A
361,361,2025/01/10 00:00:00,645;71,C
362,362,2023/11/25 00:00:00,348;70,B
363,363,2024/08/29 00:00:00,539;38,B
364,364,2023/11/20 00:00:00,324;48,B
365,365,2024/06/28 00:00:00,391;76,B
366,366,2024/07/31 00:00:00,550;28,C
367,367,2024/11/27 00:00:00,490;04,C
368,368,2025/01/03 00:00:00,501;03,C
369,369,2023/12/22 00:00:00,519;93,B
370,370,2023/08/24 00:00:00,616;05,C
371,371,2025/01/28 00:00:00,391;97,B
372,372,2025/02/06 00:00:00,297;76,C
373,373,2023/11/23 00:00:00,620;66,C
374,374,2024/08/22 00:00:00,460;03,B
375,375,2024/02/02 00:00:00,297;10,B
376,376,2024/06/10 00:00:00,637;65,A
377,377,2024/11/19 00:00:00,452;92,A
378,378,2024/05/11 00:00:00,641;43,C
379,379,2024/07/07 00:00:00,423;58,B
380,380,2023/07/24 00:00:00,203;52,A
381,381,2024/03/15 00:00:00,684;11,B
382,382,2024/08/02 00:00:00,399;41,B
383,383,2024/12/26 00:00:00,326;88,B
384,384,2025/03/22 00:00:00,296;54,B
385,385,2024/02/28 00:00:00,344;19,A
386,386,2024/02/24 00:00:00,582;68,B
387,387,2024/08/18 00:00:00,390;35,B
388,388,2025/03/10 00:00:00,519;77,B
389,389,2025/02/05 00:00:00,594;20,B
390,390,2024/04/08 00:00:00,512;26,C
391,391,2024/05/10 00:00:00,693;13,C
392,392,2024/05/09 00:00:00,347;75,C
393,393,2024/10/18 00:00:00,429;44,B
394,394,2024/01/16 00:00:00,394;44,B
395,395,2023/07/31 00:00:00,620;05,C
396,396,2024/06/27 00:00:00,467;23,C
397,397,2025/03/12 00:00:00,364;29,C
398,398,2023/05/24 00:00:00,209;78,C
399,399,2024/02/26 00:00:00,248;08,B
400,400,2024/07/24 00:00:00,418;52,A
401,401,2023/09/30 00:00:00,553;53,C
402,402,2024/08/16 00:00:00,287;25,A
403,403,2023/06/28 00:00:00,543;92,A
404,404,2023/05/11 00:00:00,528;48,A
405,405,2024/12/10 00:00:00,411;09,B
406,406,2024/07/16 00:00:00,664;63,C
407,407,2023/07/05 00:00:00,219;50,A
408,408,2024/11/16 00:00:00,288;19,A
409,409,2024/01/22 00:00:00,314;32,B
410,410,2024/08/05 00:00:00,253;97,B
411,411,2023/11/27 00:00:00,320;88,C
412,412,2025/04/17 00:00:00,593;61,B
413,413,2023/05/14 00:00:00,476;86,C
414,414,2023/11/08 00:00:00,351;01,C
415,415,2024/05/17 00:00:00,412;94,C
416,416,2024/09/14 00:00:00,350;15,A
417,417,2024/10/19 00:00:00,284;79,B
418,418,2023/10/20 00:00:00,235;77,A
419,419,2024/01/08 00:00:00,505;79,A
420,420,2024/06/19 00:00:00,321;24,A
421,421,2025/03/30 00:00:00,202;98,A
422,422,2024/02/19 00:00:00,248;08,B
423,423,2024/11/26 00:00:00,677;56,C
424,424,2024/07/08 00:00:00,668;67,A
425,425,2023/05/24 00:00:00,446;55,C
426,426,2025/03/20 00:00:00,515;58,B
427,427,2024/12/07 00:00:00,460;39,C
428,428,2024/12/04 00:00:00,684;45,A
429,429,2025/04/01 00:00:00,252;77,C
430,430,2025/04/19 00:00:00,476;16,C
431,431,2024/10/18 00:00:00,671;33,C
432,432,2024/12/30 00:00:00,517;26,B
433,433,2023/12/24 00:00:00,293;05,C
434,434,2024/11/17 00:00:00,535;49,B
435,435,2025/01/03 00:00:00,278;44,A
436,436,2024/03/06 00:00:00,485;29,A
437,437,2023/05/04 00:00:00,313;00,C
438,438,2024/04/01 00:00:00,492;44,C
439,439,2024/10/07 00:00:00,489;28,B
440,440,2025/01/09 00:00:00,424;44,C
441,441,2024/12/10 00:00:00,625;84,A
442,442,2023/11/24 00:00:00,309;07,B
443,443,2024/06/10 00:00:00,274;29,C
444,444,2023/04/29 00:00:00,519;45,A
445,445,2023/07/02 00:00:00,422;48,A
446,446,2023/05/09 00:00:00,693;98,C
447,447,2024/11/17 00:00:00,518;58,B
448,448,2024/11/22 00:00:00,335;76,A
449,449,2024/05/20 00:00:00,546;99,B
450,450,2023/09/18 00:00:00,283;80,A
451,451,2023/05/11 00:00:00,211;46,A
452,452,2023/12/05 00:00:00,671;63,B
453,453,2024/08/03 00:00:00,333;42,B
454,454,2024/02/16 00:00:00,400;82,B
455,455,2024/04/20 00:00:00,330;65,A
456,456,2025/03/01 00:00:00,426;89,C
457,457,2023/10/25 00:00:00,360;82,C
458,458,2023/10/30 00:00:00,223;57,C
459,459,2024/01/11 00:00:00,563;80,A
460,460,2025/01/13 00:00:00,446;93,B
461,461,2024/07/06 00:00:00,265;34,B
462,462,2023/12/18 00:00:00,290;10,A
463,463,2025/01/28 00:00:00,247;46,C
464,464,2024/02/11 00:00:00,401;00,C
465,465,2024/09/24 00:00:00,511;11,B
466,466,2024/02/04 00:00:00,309;65,A
467,467,2023/11/30 00:00:00,332;97,A
468,468,2023/12/24 00:00:00,618;45,B
469,469,2024/03/26 00:00:00,329;31,C
470,470,2024/01/18 00:00:00,360;82,B
471,471,2025/03/11 00:00:00,335;50,A
472,472,2023/05/31 00:00:00,231;04,B
473,473,2024/05/05 00:00:00,492;72,A
474,474,2024/10/17 00:00:00,459;72,C
475,475,2024/12/09 00:00:00,348;26,B
476,476,2024/09/22 00:00:00,366;32,B
477,477,2025/01/30 00:00:00,679;93,B
478,478,2024/07/22 00:00:00,227;43,C
479,479,2023/11/07 00:00:00,266;00,C
480,480,2024/02/21 00:00:00,357;65,B
481,481,2024/12/23 00:00:00,295;00,B
482,482,2024/12/11 00:00:00,202;41,C
483,483,2023/10/16 00:00:00,618;17,A
484,484,2024/07/29 00:00:00,403;04,A
485,485,2024/09/22 00:00:00,627;80,B
486,486,2025/02/28 00:00:00,441;08,C
487,487,2024/05/11 00:00:00,562;20,C
488,488,2023/05/14 00:00:00,321;23,A
489,489,2024/02/26 00:00:00,342;76,C
490,490,2023/11/11 00:00:00,466;12,C
491,491,2025/03/29 00:00:00,305;03,B
492,492,2024/04/11 00:00:00,492;92,A
493,493,2023/10/01 00:00:00,296;01,B
494,494,2024/03/20 00:00:00,282;49,B
495,495,2024/12/29 00:00:00,304;24,A
496,496,2023/09/09 00:00:00,403;73,B
497,497,2024/10/14 00:00:00,446;31,C
498,498,2023/07/30 00:00:00,383;29,C
499,499,2023/05/23 00:00:00,203;52,A
500,500,2023/09/09 00:00:00,476;49,A
501,501,2023/06/14 00:00:00,654;92,B
502,502,2024/01/09 00:00:00,244;53,C
503,503,2023/05/13 00:00:00,224;29,B
504,504,2023/07/21 00:00:00,661;78,A
505,505,2024/01/11 00:00:00,405;84,C
506,506,2023/09/20 00:00:00,394;90,B
507,507,2024/01/24 00:00:00,346;67,B
508,508,2023/08/07 00:00:00,363;64,C
509,509,2025/02/05 00:00:00,666;74,C
510,510,2025/04/08 00:00:00,472;31,A
511,511,2024/10/13 00:00:00,281;98,C
512,512,2025/03/17 00:00:00,624;91,C
513,513,2024/01/03 00:00:00,250;10,A
514,514,2024/12/02 00:00:00,413;54,C
515,515,2024/12/27 00:00:00,485;35,B
516,516,2024/05/23 00:00:00,255;89,C
517,517,2024/12/04 00:00:00,318;94,A
518,518,2023/07/14 00:00:00,634;57,C
519,519,2024/08/19 00:00:00,384;13,C
520,520,2023/10/23 00:00:00,221;46,C
521,521,2024/12/04 00:00:00,523;89,A
522,522,2025/04/29 00:00:00,300;06,A
523,523,2023/07/19 00:00:00,585;89,A
524,524,2025/04/12 00:00:00,269;85,C
525,525,2023/07/15 00:00:00,428;52,B
526,526,2025/01/30 00:00:00,609;11,A
527,527,2024/02/05 00:00:00,590;41,A
528,528,2023/08/05 00:00:00,246;28,A
529,529,2025/01/30 00:00:00,505;66,B
530,530,2024/06/16 00:00:00,544;32,C
531,531,2024/12/12 00:00:00,692;94,C
532,532,2023/05/15 00:00:00,425;95,C
533,533,2024/12/18 00:00:00,612;12,B
534,534,2024/05/31 00:00:00,251;63,A
535,535,2024/10/05 00:00:00,533;59,B
536,536,2024/10/26 00:00:00,382;20,A
537,537,2024/12/28 00:00:00,635;20,C
538,538,2023/07/17 00:00:00,508;60,A
539,539,2024/09/06 00:00:00,497;09,B
540,540,2025/04/15 00:00:00,661;12,A
541,541,2024/03/18 00:00:00,654;70,B
542,542,2024/10/16 00:00:00,441;53,C
543,543,2024/03/13 00:00:00,536;28,A
544,544,2024/01/16 00:00:00,289;62,C
545,545,2024/05/19 00:00:00,291;59,C
546,546,2024/04/06 00:00:00,268;80,C
547,547,2025/02/02 00:00:00,254;18,A
548,548,2023/05/10 00:00:00,596;60,B
549,549,2024/01/15 00:00:00,545;25,A
550,550,2024/01/18 00:00:00,424;11,B
551,551,2024/08/29 00:00:00,681;53,A
552,552,2024/11/20 00:00:00,344;56,C
553,553,2024/06/15 00:00:00,334;76,C
554,554,2023/12/23 00:00:00,311;66,A
555,555,2023/09/15 00:00:00,535;40,A
556,556,2024/10/19 00:00:00,460;68,A
557,557,2023/07/07 00:00:00,436;40,B
558,558,2024/05/23 00:00:00,245;03,B
559,559,2024/05/07 00:00:00,450;21,B
560,560,2024/03/07 00:00:00,324;18,C
561,561,2025/03/23 00:00:00,325;24,A
562,562,2024/01/31 00:00:00,617;21,C
563,563,2024/04/05 00:00:00,420;37,B
564,564,2024/02/16 00:00:00,214;06,C
565,565,2023/06/16 00:00:00,686;18,C
566,566,2023/06/25 00:00:00,365;54,A
567,567,2023/08/25 00:00:00,264;57,B
568,568,2024/06/01 00:00:00,235;41,C
569,569,2024/04/09 00:00:00,290;82,B
570,570,2024/06/30 00:00:00,533;63,C
571,571,2024/08/25 00:00:00,597;36,A
572,572,2024/12/12 00:00:00,339;54,A
573,573,2024/12/27 00:00:00,316;11,A
574,574,2023/08/14 00:00:00,450;22,B
575,575,2024/04/19 00:00:00,676;69,A
576,576,2024/07/05 00:00:00,281;95,A
577,577,2024/03/31 00:00:00,215;43,B
578,578,2023/06/01 00:00:00,245;78,C
579,579,2024/09/16 00:00:00,343;85,B
580,580,2024/05/16 00:00:00,418;97,C
581,581,2023/12/08 00:00:00,526;81,B
582,582,2023/11/10 00:00:00,221;45,C
583,583,2024/12/08 00:00:00,569;96,A
584,584,2025/01/09 00:00:00,652;41,C
585,585,2024/09/09 00:00:00,491;96,A
586,586,2024/02/27 00:00:00,366;73,C
587,587,2024/05/31 00:00:00,623;92,A
588,588,2023/09/24 00:00:00,205;73,A
589,589,2024/11/09 00:00:00,637;15,C
590,590,2023/07/05 00:00:00,540;68,B
591,591,2024/10/19 00:00:00,645;37,B
592,592,2024/12/16 00:00:00,636;79,C
593,593,2024/10/26 00:00:00,594;49,A
594,594,2023/10/12 00:00:00,342;06,B
595,595,2025/02/24 00:00:00,444;33,A
596,596,2024/05/30 00:00:00,449;80,C
597,597,2024/05/05 00:00:00,283;21,C
598,598,2024/06/10 00:00:00,368;60,B
599,599,2023/12/05 00:00:00,260;55,B
600,600,2024/09/24 00:00:00,386;14,A
601,601,2024/04/11 00:00:00,299;41,B
602,602,2024/03/29 00:00:00,634;85,B
603,603,2025/02/25 00:00:00,672;32,A
604,604,2024/01/15 00:00:00,363;77,C
605,605,2024/11/07 00:00:00,515;28,A
606,606,2023/12/25 00:00:00,667;68,B
